municipality_code,geographic_level,state_abbreviation,municipality_name,land_use_purpose,income_bracket,association_status,number_of_agricultural_establishments,total_area_in_hectares
4212056,7,SC,Palmeira,Total,Total,Total,520,28251.0
4212106,7,SC,Palmitos,Total,Total,Total,1455,29551.0
4212205,7,SC,Papanduva,Total,Total,Total,1189,49121.0
4212239,7,SC,Paraíso,Total,Total,Total,600,15449.0
4212254,7,SC,Passo de Torres,Total,Total,Total,107,3932.0
4212270,7,SC,Passos Maia,Total,Total,Total,682,52092.0
4212304,7,SC,Paulo Lopes,Total,Total,Total,235,9865.0
4212403,7,SC,Pedras Grandes,Total,Total,Total,446,8057.0
4212502,7,SC,Penha,Total,Total,Total,119,2254.0
4212601,7,SC,Peritiba,Total,Total,Total,354,7927.0
4212650,7,SC,Pescaria Brava,Total,Total,Total,272,3687.0
4212700,7,SC,Petrolândia,Total,Total,Total,1010,23950.0
4212809,7,SC,Balneário Piçarras,Total,Total,Total,131,5078.0
4212908,7,SC,Pinhalzinho,Total,Total,Total,729,10321.0
4213005,7,SC,Pinheiro Preto,Total,Total,Total,206,5677.0
4213104,7,SC,Piratuba,Total,Total,Total,488,9862.0
4213153,7,SC,Planalto Alegre,Total,Total,Total,357,5522.0
4213203,7,SC,Pomerode,Total,Total,Total,746,7736.0
4213302,7,SC,Ponte Alta,Total,Total,Total,409,48283.0
4213351,7,SC,Ponte Alta do Norte,Total,Total,Total,81,36870.0
4213401,7,SC,Ponte Serrada,Total,Total,Total,372,48698.0
4213500,7,SC,Porto Belo,Total,Total,Total,73,3298.0
4213609,7,SC,Porto União,Total,Total,Total,1354,61695.0
4213708,7,SC,Pouso Redondo,Total,Total,Total,1180,26007.0
4213807,7,SC,Praia Grande,Total,Total,Total,344,7198.0
4213906,7,SC,Presidente Castello Branco,Total,Total,Total,261,5474.0
4214003,7,SC,Presidente Getúlio,Total,Total,Total,1019,20924.0
4214102,7,SC,Presidente Nereu,Total,Total,Total,364,14653.0
4214151,7,SC,Princesa,Total,Total,Total,379,7139.0
4214201,7,SC,Quilombo,Total,Total,Total,1162,25286.0
4214300,7,SC,Rancho Queimado,Total,Total,Total,353,16613.0
4214409,7,SC,Rio das Antas,Total,Total,Total,696,27144.0
4214508,7,SC,Rio do Campo,Total,Total,Total,901,38377.0
4214607,7,SC,Rio do Oeste,Total,Total,Total,770,17324.0
4214706,7,SC,Rio dos Cedros,Total,Total,Total,786,41823.0
4214805,7,SC,Rio do Sul,Total,Total,Total,689,16460.0
4214904,7,SC,Rio Fortuna,Total,Total,Total,732,21701.0
4215000,7,SC,Rio Negrinho,Total,Total,Total,824,58489.0
4215059,7,SC,Rio Rufino,Total,Total,Total,306,13203.0
4215075,7,SC,Riqueza,Total,Total,Total,690,16897.0
4215109,7,SC,Rodeio,Total,Total,Total,467,6133.0
4215208,7,SC,Romelândia,Total,Total,Total,811,19579.0
4215307,7,SC,Salete,Total,Total,Total,713,14340.0
4215356,7,SC,Saltinho,Total,Total,Total,610,13123.0
4215406,7,SC,Salto Veloso,Total,Total,Total,272,10005.0
4215455,7,SC,Sangão,Total,Total,Total,202,4184.0
4215505,7,SC,Santa Cecília,Total,Total,Total,358,110219.0
4215554,7,SC,Santa Helena,Total,Total,Total,331,6740.0
4215604,7,SC,Santa Rosa de Lima,Total,Total,Total,449,12803.0
4215653,7,SC,Santa Rosa do Sul,Total,Total,Total,537,5990.0
4215679,7,SC,Santa Terezinha,Total,Total,Total,2198,49290.0
4215687,7,SC,Santa Terezinha do Progresso,Total,Total,Total,550,10889.0
4215695,7,SC,Santiago do Sul,Total,Total,Total,215,6940.0
4215703,7,SC,Santo Amaro da Imperatriz,Total,Total,Total,435,4506.0
4215752,7,SC,São Bernardino,Total,Total,Total,446,12854.0
4215802,7,SC,São Bento do Sul,Total,Total,Total,476,18466.0
4215901,7,SC,São Bonifácio,Total,Total,Total,530,24189.0
4216008,7,SC,São Carlos,Total,Total,Total,834,13853.0
4216057,7,SC,São Cristóvão do Sul,Total,Total,Total,178,28849.0
4216107,7,SC,São Domingos,Total,Total,Total,653,28433.0
4216206,7,SC,São Francisco do Sul,Total,Total,Total,168,8581.0
4216255,7,SC,São João do Oeste,Total,Total,Total,777,13788.0
4216305,7,SC,São João Batista,Total,Total,Total,578,10388.0
4216354,7,SC,São João do Itaperiú,Total,Total,Total,283,11277.0
4216404,7,SC,São João do Sul,Total,Total,Total,728,10013.0
4216503,7,SC,São Joaquim,Total,Total,Total,2360,169510.0
4216602,7,SC,São José,Total,Total,Total,107,1700.0
4216701,7,SC,São José do Cedro,Total,Total,Total,1137,23790.0
4216800,7,SC,São José do Cerrito,Total,Total,Total,2063,73894.0
4216909,7,SC,São Lourenço do Oeste,Total,Total,Total,1270,28470.0
4217006,7,SC,São Ludgero,Total,Total,Total,377,6381.0
4217105,7,SC,São Martinho,Total,Total,Total,452,12997.0
4217154,7,SC,São Miguel da Boa Vista,Total,Total,Total,397,6439.0
4217204,7,SC,São Miguel do Oeste,Total,Total,Total,878,16025.0
4217253,7,SC,São Pedro de Alcântara,Total,Total,Total,323,5969.0
4217303,7,SC,Saudades,Total,Total,Total,1120,17963.0
4217402,7,SC,Schroeder,Total,Total,Total,229,2141.0
4217501,7,SC,Seara,Total,Total,Total,1193,25019.0
4217550,7,SC,Serra Alta,Total,Total,Total,427,8204.0
4217600,7,SC,Siderópolis,Total,Total,Total,427,8275.0
4217709,7,SC,Sombrio,Total,Total,Total,602,7366.0
4217758,7,SC,Sul Brasil,Total,Total,Total,502,9954.0
4217808,7,SC,Taió,Total,Total,Total,1400,53504.0
4217907,7,SC,Tangará,Total,Total,Total,840,32634.0
4217956,7,SC,Tigrinhos,Total,Total,Total,285,4822.0
4218004,7,SC,Tijucas,Total,Total,Total,445,15990.0
4218103,7,SC,Timbé do Sul,Total,Total,Total,392,12708.0
4218202,7,SC,Timbó,Total,Total,Total,321,4672.0
4218251,7,SC,Timbó Grande,Total,Total,Total,731,46027.0
4218301,7,SC,Três Barras,Total,Total,Total,393,30442.0
4218350,7,SC,Treviso,Total,Total,Total,175,3806.0
4218400,7,SC,Treze de Maio,Total,Total,Total,604,9574.0
4218509,7,SC,Treze Tílias,Total,Total,Total,431,14080.0
4218608,7,SC,Trombudo Central,Total,Total,Total,266,5937.0
4218707,7,SC,Tubarão,Total,Total,Total,990,17193.0
4218756,7,SC,Tunápolis,Total,Total,Total,548,10523.0
4218806,7,SC,Turvo,Total,Total,Total,661,16934.0
4218855,7,SC,União do Oeste,Total,Total,Total,422,7835.0
4218905,7,SC,Urubici,Total,Total,Total,658,55142.0
4218954,7,SC,Urupema,Total,Total,Total,322,23301.0
4219002,7,SC,Urussanga,Total,Total,Total,660,10960.0
4219101,7,SC,Vargeão,Total,Total,Total,337,14883.0
4219150,7,SC,Vargem,Total,Total,Total,714,28000.0
4219176,7,SC,Vargem Bonita,Total,Total,Total,326,17174.0
4219200,7,SC,Vidal Ramos,Total,Total,Total,1049,21327.0
4219309,7,SC,Videira,Total,Total,Total,1047,28751.0
4219358,7,SC,Vitor Meireles,Total,Total,Total,793,22177.0
4219408,7,SC,Witmarsum,Total,Total,Total,645,11955.0
4219507,7,SC,Xanxerê,Total,Total,Total,711,26011.0
4219606,7,SC,Xavantina,Total,Total,Total,738,18332.0
4219705,7,SC,Xaxim,Total,Total,Total,923,23056.0
4219853,7,SC,Zortéa,Total,Total,Total,257,15201.0
4220000,7,SC,Balneário Rincão,Total,Total,Total,85,1850.0
4300034,7,RS,Aceguá,Total,Total,Total,806,141409.0
4300059,7,RS,Água Santa,Total,Total,Total,579,24481.0
4300109,7,RS,Agudo,Total,Total,Total,2073,45880.0
4300208,7,RS,Ajuricaba,Total,Total,Total,753,28891.0
4300307,7,RS,Alecrim,Total,Total,Total,1358,26051.0
4300406,7,RS,Alegrete,Total,Total,Total,2671,750885.0
4300455,7,RS,Alegria,Total,Total,Total,720,14644.0
4300471,7,RS,Almirante Tamandaré do Sul,Total,Total,Total,422,24708.0
4300505,7,RS,Alpestre,Total,Total,Total,1417,23585.0
4300554,7,RS,Alto Alegre,Total,Total,Total,391,9601.0
4300570,7,RS,Alto Feliz,Total,Total,Total,443,5058.0
4300604,7,RS,Alvorada,Total,Total,Total,27,2204.0
4300638,7,RS,Amaral Ferrador,Total,Total,Total,1062,38181.0
4300646,7,RS,Ametista do Sul,Total,Total,Total,645,6549.0
4300661,7,RS,André da Rocha,Total,Total,Total,245,29092.0
4300703,7,RS,Anta Gorda,Total,Total,Total,939,18604.0
4300802,7,RS,Antônio Prado,Total,Total,Total,1036,22030.0
4300851,7,RS,Arambaré,Total,Total,Total,171,49973.0
4300877,7,RS,Araricá,Total,Total,Total,58,1003.0
4300901,7,RS,Aratiba,Total,Total,Total,950,24343.0
4301008,7,RS,Arroio do Meio,Total,Total,Total,809,9135.0
4301057,7,RS,Arroio do Sal,Total,Total,Total,67,3445.0
4301073,7,RS,Arroio do Padre,Total,Total,Total,427,8479.0
4301107,7,RS,Arroio dos Ratos,Total,Total,Total,395,38221.0
4301206,7,RS,Arroio do Tigre,Total,Total,Total,1940,26739.0
4301305,7,RS,Arroio Grande,Total,Total,Total,961,203058.0
4301404,7,RS,Arvorezinha,Total,Total,Total,1231,22168.0
4301503,7,RS,Augusto Pestana,Total,Total,Total,922,29820.0
4301552,7,RS,Áurea,Total,Total,Total,661,12323.0
4301602,7,RS,Bagé,Total,Total,Total,1127,365428.0
4301636,7,RS,Balneário Pinhal,Total,Total,Total,19,8777.0
4301651,7,RS,Barão,Total,Total,Total,734,8203.0
4301701,7,RS,Barão de Cotegipe,Total,Total,Total,1030,22184.0
4301750,7,RS,Barão do Triunfo,Total,Total,Total,1775,28560.0
4301800,7,RS,Barracão,Total,Total,Total,1021,42929.0
4301859,7,RS,Barra do Guarita,Total,Total,Total,213,4042.0
4301875,7,RS,Barra do Quaraí,Total,Total,Total,146,95184.0
4301909,7,RS,Barra do Ribeiro,Total,Total,Total,497,65258.0
4301925,7,RS,Barra do Rio Azul,Total,Total,Total,451,11824.0
4301958,7,RS,Barra Funda,Total,Total,Total,234,5161.0
4302006,7,RS,Barros Cassal,Total,Total,Total,1662,41439.0
4302055,7,RS,Benjamin Constant do Sul,Total,Total,Total,390,7119.0
4302105,7,RS,Bento Gonçalves,Total,Total,Total,1128,14296.0
4302154,7,RS,Boa Vista das Missões,Total,Total,Total,239,20583.0
4302204,7,RS,Boa Vista do Buricá,Total,Total,Total,542,8834.0
4302220,7,RS,Boa Vista do Cadeado,Total,Total,Total,521,60005.0
4302238,7,RS,Boa Vista do Incra,Total,Total,Total,346,42965.0
4302253,7,RS,Boa Vista do Sul,Total,Total,Total,886,8267.0
4302303,7,RS,Bom Jesus,Total,Total,Total,916,244981.0
4302352,7,RS,Bom Princípio,Total,Total,Total,616,4559.0
4302378,7,RS,Bom Progresso,Total,Total,Total,211,6096.0
4302402,7,RS,Bom Retiro do Sul,Total,Total,Total,341,7367.0
4302451,7,RS,Boqueirão do Leão,Total,Total,Total,1315,22740.0
4302501,7,RS,Bossoroca,Total,Total,Total,934,139114.0
4302584,7,RS,Bozano,Total,Total,Total,363,17613.0
4302600,7,RS,Braga,Total,Total,Total,380,10335.0
4302659,7,RS,Brochier,Total,Total,Total,710,7369.0
4302709,7,RS,Butiá,Total,Total,Total,339,59997.0
4302808,7,RS,Caçapava do Sul,Total,Total,Total,2653,265146.0
4302907,7,RS,Cacequi,Total,Total,Total,465,205327.0
4303004,7,RS,Cachoeira do Sul,Total,Total,Total,2780,320464.0
4303103,7,RS,Cachoeirinha,Total,Total,Total,6,271.0
4303202,7,RS,Cacique Doble,Total,Total,Total,900,18989.0
4303301,7,RS,Caibaté,Total,Total,Total,565,22104.0
4303400,7,RS,Caiçara,Total,Total,Total,936,15395.0
4303509,7,RS,Camaquã,Total,Total,Total,2629,137148.0
4303558,7,RS,Camargo,Total,Total,Total,437,11460.0
4303608,7,RS,Cambará do Sul,Total,Total,Total,357,109397.0
4303673,7,RS,Campestre da Serra,Total,Total,Total,614,39422.0
4303707,7,RS,Campina das Missões,Total,Total,Total,1126,18312.0
4303806,7,RS,Campinas do Sul,Total,Total,Total,351,19270.0
4303905,7,RS,Campo Bom,Total,Total,Total,99,1710.0
4304002,7,RS,Campo Novo,Total,Total,Total,284,16734.0
4304101,7,RS,Campos Borges,Total,Total,Total,501,16626.0
4304200,7,RS,Candelária,Total,Total,Total,3647,71161.0
4304309,7,RS,Cândido Godói,Total,Total,Total,1347,21620.0
4304358,7,RS,Candiota,Total,Total,Total,561,73483.0
4304408,7,RS,Canela,Total,Total,Total,269,11363.0
4304507,7,RS,Canguçu,Total,Total,Total,8075,277172.0
4304606,7,RS,Canoas,Total,Total,Total,40,998.0
4304614,7,RS,Canudos do Vale,Total,Total,Total,423,6450.0
4304622,7,RS,Capão Bonito do Sul,Total,Total,Total,369,43714.0
4304630,7,RS,Capão da Canoa,Total,Total,Total,28,3615.0
4304655,7,RS,Capão do Cipó,Total,Total,Total,531,88133.0
4304663,7,RS,Capão do Leão,Total,Total,Total,198,50622.0
4304671,7,RS,Capivari do Sul,Total,Total,Total,95,30615.0
4304689,7,RS,Capela de Santana,Total,Total,Total,384,13627.0
4304697,7,RS,Capitão,Total,Total,Total,340,4865.0
4304705,7,RS,Carazinho,Total,Total,Total,342,59394.0
4304713,7,RS,Caraá,Total,Total,Total,1332,14941.0
4304804,7,RS,Carlos Barbosa,Total,Total,Total,1313,15297.0
4304853,7,RS,Carlos Gomes,Total,Total,Total,337,6924.0
4304903,7,RS,Casca,Total,Total,Total,793,21832.0
4304952,7,RS,Caseiros,Total,Total,Total,358,17388.0
4305009,7,RS,Catuípe,Total,Total,Total,814,51773.0
4305108,7,RS,Caxias do Sul,Total,Total,Total,2752,82142.0
4305116,7,RS,Centenário,Total,Total,Total,577,12139.0
4305124,7,RS,Cerrito,Total,Total,Total,651,33792.0
4305132,7,RS,Cerro Branco,Total,Total,Total,715,9639.0
4305157,7,RS,Cerro Grande,Total,Total,Total,321,5961.0
4305173,7,RS,Cerro Grande do Sul,Total,Total,Total,1409,20042.0
4305207,7,RS,Cerro Largo,Total,Total,Total,780,12971.0
4305306,7,RS,Chapada,Total,Total,Total,1165,60625.0
4305355,7,RS,Charqueadas,Total,Total,Total,137,16166.0
4305371,7,RS,Charrua,Total,Total,Total,490,17971.0
4305405,7,RS,Chiapetta,Total,Total,Total,417,38586.0
4305439,7,RS,Chuí,Total,Total,Total,80,16726.0
4305447,7,RS,Chuvisca,Total,Total,Total,1012,15494.0
4305454,7,RS,Cidreira,Total,Total,Total,59,17843.0
4305504,7,RS,Ciríaco,Total,Total,Total,642,21393.0
4305587,7,RS,Colinas,Total,Total,Total,346,4343.0
4305603,7,RS,Colorado,Total,Total,Total,424,26402.0
4305702,7,RS,Condor,Total,Total,Total,579,39676.0
4305801,7,RS,Constantina,Total,Total,Total,824,17152.0
4305835,7,RS,Coqueiro Baixo,Total,Total,Total,362,7496.0
4305850,7,RS,Coqueiros do Sul,Total,Total,Total,427,23009.0
4305871,7,RS,Coronel Barros,Total,Total,Total,399,15000.0
4305900,7,RS,Coronel Bicaco,Total,Total,Total,753,40330.0
4305934,7,RS,Coronel Pilar,Total,Total,Total,521,8185.0
4305959,7,RS,Cotiporã,Total,Total,Total,527,10860.0
4305975,7,RS,Coxilha,Total,Total,Total,351,35518.0
4306007,7,RS,Crissiumal,Total,Total,Total,1592,28103.0
4306056,7,RS,Cristal,Total,Total,Total,591,53487.0
4306072,7,RS,Cristal do Sul,Total,Total,Total,449,8283.0
4306106,7,RS,Cruz Alta,Total,Total,Total,580,129372.0
4306130,7,RS,Cruzaltense,Total,Total,Total,493,12491.0
4306205,7,RS,Cruzeiro do Sul,Total,Total,Total,1050,11334.0
4306304,7,RS,David Canabarro,Total,Total,Total,689,14916.0
4306320,7,RS,Derrubadas,Total,Total,Total,542,15117.0
4306353,7,RS,Dezesseis de Novembro,Total,Total,Total,797,20198.0
4306379,7,RS,Dilermando de Aguiar,Total,Total,Total,488,56690.0
4306403,7,RS,Dois Irmãos,Total,Total,Total,221,1954.0
4306429,7,RS,Dois Irmãos das Missões,Total,Total,Total,217,22335.0
4306452,7,RS,Dois Lajeados,Total,Total,Total,476,9017.0
4306502,7,RS,Dom Feliciano,Total,Total,Total,2691,104724.0
4306551,7,RS,Dom Pedro de Alcântara,Total,Total,Total,266,2141.0
4306601,7,RS,Dom Pedrito,Total,Total,Total,1119,469788.0
4306700,7,RS,Dona Francisca,Total,Total,Total,311,7201.0
4306734,7,RS,Doutor Maurício Cardoso,Total,Total,Total,798,21219.0
4306759,7,RS,Doutor Ricardo,Total,Total,Total,450,7795.0
4306767,7,RS,Eldorado do Sul,Total,Total,Total,332,33179.0
4306809,7,RS,Encantado,Total,Total,Total,580,7428.0
4306908,7,RS,Encruzilhada do Sul,Total,Total,Total,2051,291640.0
4306924,7,RS,Engenho Velho,Total,Total,Total,156,4341.0
4306932,7,RS,Entre-Ijuís,Total,Total,Total,954,45159.0
4306957,7,RS,Entre Rios do Sul,Total,Total,Total,255,8179.0
4306973,7,RS,Erebango,Total,Total,Total,348,14549.0
4307005,7,RS,Erechim,Total,Total,Total,1082,31423.0
4307054,7,RS,Ernestina,Total,Total,Total,461,17928.0
4307104,7,RS,Herval,Total,Total,Total,1141,120997.0
4307203,7,RS,Erval Grande,Total,Total,Total,671,22407.0
4307302,7,RS,Erval Seco,Total,Total,Total,1219,33901.0
4307401,7,RS,Esmeralda,Total,Total,Total,396,63660.0
4307450,7,RS,Esperança do Sul,Total,Total,Total,558,10517.0
4307500,7,RS,Espumoso,Total,Total,Total,1162,66086.0
4307559,7,RS,Estação,Total,Total,Total,231,8078.0
4307609,7,RS,Estância Velha,Total,Total,Total,107,1390.0
4307708,7,RS,Esteio,Total,Total,Total,1,
4307807,7,RS,Estrela,Total,Total,Total,968,11978.0
4307815,7,RS,Estrela Velha,Total,Total,Total,681,19402.0
4307831,7,RS,Eugênio de Castro,Total,Total,Total,431,36597.0
4307864,7,RS,Fagundes Varela,Total,Total,Total,315,9919.0
4307906,7,RS,Farroupilha,Total,Total,Total,1272,18957.0
4308003,7,RS,Faxinal do Soturno,Total,Total,Total,507,12552.0
4308052,7,RS,Faxinalzinho,Total,Total,Total,287,11698.0
4308078,7,RS,Fazenda Vilanova,Total,Total,Total,280,6490.0
4308102,7,RS,Feliz,Total,Total,Total,593,4158.0
4308201,7,RS,Flores da Cunha,Total,Total,Total,1150,15962.0
4308250,7,RS,Floriano Peixoto,Total,Total,Total,548,12385.0
4308300,7,RS,Fontoura Xavier,Total,Total,Total,1761,40362.0
4308409,7,RS,Formigueiro,Total,Total,Total,905,48448.0
4308433,7,RS,Forquetinha,Total,Total,Total,579,7067.0
4308458,7,RS,Fortaleza dos Valos,Total,Total,Total,393,44929.0
4308508,7,RS,Frederico Westphalen,Total,Total,Total,995,18592.0
4308607,7,RS,Garibaldi,Total,Total,Total,819,9569.0
4308656,7,RS,Garruchos,Total,Total,Total,571,72482.0
4308706,7,RS,Gaurama,Total,Total,Total,838,16527.0
4308805,7,RS,General Câmara,Total,Total,Total,806,35861.0
4308854,7,RS,Gentil,Total,Total,Total,251,12938.0
4308904,7,RS,Getúlio Vargas,Total,Total,Total,649,24647.0
4309001,7,RS,Giruá,Total,Total,Total,1586,74952.0
4309050,7,RS,Glorinha,Total,Total,Total,638,25068.0
4309100,7,RS,Gramado,Total,Total,Total,516,8568.0
4309126,7,RS,Gramado dos Loureiros,Total,Total,Total,344,9936.0
4309159,7,RS,Gramado Xavier,Total,Total,Total,666,14610.0
4309209,7,RS,Gravataí,Total,Total,Total,485,11498.0
4309258,7,RS,Guabiju,Total,Total,Total,275,12097.0
4309308,7,RS,Guaíba,Total,Total,Total,280,23313.0
4309407,7,RS,Guaporé,Total,Total,Total,726,21196.0
4309506,7,RS,Guarani das Missões,Total,Total,Total,930,23650.0
4309555,7,RS,Harmonia,Total,Total,Total,446,3394.0
4309571,7,RS,Herveiras,Total,Total,Total,519,8544.0
4309605,7,RS,Horizontina,Total,Total,Total,905,17429.0
4309654,7,RS,Hulha Negra,Total,Total,Total,1183,68687.0
4309704,7,RS,Humaitá,Total,Total,Total,573,11971.0
4309753,7,RS,Ibarama,Total,Total,Total,1051,13497.0
4309803,7,RS,Ibiaçá,Total,Total,Total,602,32360.0
4309902,7,RS,Ibiraiaras,Total,Total,Total,634,25138.0
4309951,7,RS,Ibirapuitã,Total,Total,Total,483,26096.0
4310009,7,RS,Ibirubá,Total,Total,Total,1213,52087.0
4310108,7,RS,Igrejinha,Total,Total,Total,407,5761.0
4310207,7,RS,Ijuí,Total,Total,Total,1626,53956.0
4310306,7,RS,Ilópolis,Total,Total,Total,549,9393.0
4310330,7,RS,Imbé,Total,Total,Total,17,1678.0
4310363,7,RS,Imigrante,Total,Total,Total,437,5353.0
4310405,7,RS,Independência,Total,Total,Total,969,29163.0
4310413,7,RS,Inhacorá,Total,Total,Total,241,10036.0
4310439,7,RS,Ipê,Total,Total,Total,850,47964.0
4310462,7,RS,Ipiranga do Sul,Total,Total,Total,414,14214.0
4310504,7,RS,Iraí,Total,Total,Total,765,14002.0
4310538,7,RS,Itaara,Total,Total,Total,145,9080.0
4310553,7,RS,Itacurubi,Total,Total,Total,748,101974.0
4310579,7,RS,Itapuca,Total,Total,Total,558,16081.0
4310603,7,RS,Itaqui,Total,Total,Total,478,289979.0
4310652,7,RS,Itati,Total,Total,Total,339,4622.0
4310702,7,RS,Itatiba do Sul,Total,Total,Total,698,13085.0
4310751,7,RS,Ivorá,Total,Total,Total,465,9151.0
4310801,7,RS,Ivoti,Total,Total,Total,205,2806.0
4310850,7,RS,Jaboticaba,Total,Total,Total,628,11106.0
4310876,7,RS,Jacuizinho,Total,Total,Total,571,27673.0
4310900,7,RS,Jacutinga,Total,Total,Total,328,14620.0
4311007,7,RS,Jaguarão,Total,Total,Total,614,185708.0
4311106,7,RS,Jaguari,Total,Total,Total,1552,63091.0
4311122,7,RS,Jaquirana,Total,Total,Total,546,77468.0
4311130,7,RS,Jari,Total,Total,Total,945,73435.0
4311155,7,RS,Jóia,Total,Total,Total,1444,105959.0
4311205,7,RS,Júlio de Castilhos,Total,Total,Total,976,171663.0
4311239,7,RS,Lagoa Bonita do Sul,Total,Total,Total,472,8434.0
4311254,7,RS,Lagoão,Total,Total,Total,1074,25693.0
4311270,7,RS,Lagoa dos Três Cantos,Total,Total,Total,297,11341.0
4311304,7,RS,Lagoa Vermelha,Total,Total,Total,1034,84933.0
4311403,7,RS,Lajeado,Total,Total,Total,388,3285.0
4311429,7,RS,Lajeado do Bugre,Total,Total,Total,543,5958.0
4311502,7,RS,Lavras do Sul,Total,Total,Total,869,247415.0
4311601,7,RS,Liberato Salzano,Total,Total,Total,1178,21319.0
4311627,7,RS,Lindolfo Collor,Total,Total,Total,143,1967.0
4311643,7,RS,Linha Nova,Total,Total,Total,329,4432.0
4311700,7,RS,Machadinho,Total,Total,Total,823,24759.0
4311718,7,RS,Maçambará,Total,Total,Total,235,157297.0
4311734,7,RS,Mampituba,Total,Total,Total,445,4743.0
4311759,7,RS,Manoel Viana,Total,Total,Total,647,123174.0
4311775,7,RS,Maquiné,Total,Total,Total,532,9699.0
4311791,7,RS,Maratá,Total,Total,Total,521,6284.0
4311809,7,RS,Marau,Total,Total,Total,1170,49165.0
4311908,7,RS,Marcelino Ramos,Total,Total,Total,572,14288.0
4311981,7,RS,Mariana Pimentel,Total,Total,Total,800,27502.0
4312005,7,RS,Mariano Moro,Total,Total,Total,257,6225.0
4312054,7,RS,Marques de Souza,Total,Total,Total,696,8755.0
4312104,7,RS,Mata,Total,Total,Total,768,27423.0
4312138,7,RS,Mato Castelhano,Total,Total,Total,452,20760.0
4312153,7,RS,Mato Leitão,Total,Total,Total,357,3325.0
4312179,7,RS,Mato Queimado,Total,Total,Total,368,8629.0
4312203,7,RS,Maximiliano de Almeida,Total,Total,Total,603,15464.0
4312252,7,RS,Minas do Leão,Total,Total,Total,72,43784.0
4312302,7,RS,Miraguaí,Total,Total,Total,656,9992.0
4312351,7,RS,Montauri,Total,Total,Total,320,7817.0
4312377,7,RS,Monte Alegre dos Campos,Total,Total,Total,639,32937.0
4312385,7,RS,Monte Belo do Sul,Total,Total,Total,463,5249.0
4312401,7,RS,Montenegro,Total,Total,Total,1211,27937.0
4312427,7,RS,Mormaço,Total,Total,Total,485,13216.0
4312443,7,RS,Morrinhos do Sul,Total,Total,Total,592,7536.0
4312450,7,RS,Morro Redondo,Total,Total,Total,485,13015.0
4312476,7,RS,Morro Reuter,Total,Total,Total,360,3871.0
4312500,7,RS,Mostardas,Total,Total,Total,737,129519.0
4312609,7,RS,Muçum,Total,Total,Total,356,6442.0
4312617,7,RS,Muitos Capões,Total,Total,Total,466,92248.0
4312625,7,RS,Muliterno,Total,Total,Total,350,8912.0
4312658,7,RS,Não-Me-Toque,Total,Total,Total,500,31462.0
4312674,7,RS,Nicolau Vergueiro,Total,Total,Total,240,11934.0
4312708,7,RS,Nonoai,Total,Total,Total,437,20658.0
4312757,7,RS,Nova Alvorada,Total,Total,Total,468,12597.0
4312807,7,RS,Nova Araçá,Total,Total,Total,246,5459.0
4312906,7,RS,Nova Bassano,Total,Total,Total,589,16483.0
4312955,7,RS,Nova Boa Vista,Total,Total,Total,374,8442.0
4313003,7,RS,Nova Bréscia,Total,Total,Total,482,8066.0
4313011,7,RS,Nova Candelária,Total,Total,Total,530,8270.0
4313037,7,RS,Nova Esperança do Sul,Total,Total,Total,411,14622.0
4313060,7,RS,Nova Hartz,Total,Total,Total,154,1734.0
4313086,7,RS,Nova Pádua,Total,Total,Total,384,6956.0
4313102,7,RS,Nova Palma,Total,Total,Total,570,25132.0
4313201,7,RS,Nova Petrópolis,Total,Total,Total,1003,11573.0
4313300,7,RS,Nova Prata,Total,Total,Total,388,13213.0
4313334,7,RS,Nova Ramada,Total,Total,Total,501,23587.0
4313359,7,RS,Nova Roma do Sul,Total,Total,Total,421,8423.0
4313375,7,RS,Nova Santa Rita,Total,Total,Total,417,11741.0
4313391,7,RS,Novo Cabrais,Total,Total,Total,709,16808.0
4313409,7,RS,Novo Hamburgo,Total,Total,Total,269,5436.0
4313425,7,RS,Novo Machado,Total,Total,Total,712,17867.0
4313441,7,RS,Novo Tiradentes,Total,Total,Total,365,5984.0
4313466,7,RS,Novo Xingu,Total,Total,Total,364,6970.0
4313490,7,RS,Novo Barreiro,Total,Total,Total,664,9901.0
4313508,7,RS,Osório,Total,Total,Total,529,35906.0
4313607,7,RS,Paim Filho,Total,Total,Total,541,14626.0
4313656,7,RS,Palmares do Sul,Total,Total,Total,259,59335.0
4313706,7,RS,Palmeira das Missões,Total,Total,Total,1155,116708.0
4313805,7,RS,Palmitinho,Total,Total,Total,954,11560.0
4313904,7,RS,Panambi,Total,Total,Total,851,37979.0
4313953,7,RS,Pantano Grande,Total,Total,Total,263,78530.0
4314001,7,RS,Paraí,Total,Total,Total,484,9109.0
4314027,7,RS,Paraíso do Sul,Total,Total,Total,1057,20948.0
4314035,7,RS,Pareci Novo,Total,Total,Total,378,3211.0
4314050,7,RS,Parobé,Total,Total,Total,201,4613.0
4314068,7,RS,Passa Sete,Total,Total,Total,1015,21722.0
4314076,7,RS,Passo do Sobrado,Total,Total,Total,1079,20416.0
4314100,7,RS,Passo Fundo,Total,Total,Total,909,59340.0
4314134,7,RS,Paulo Bento,Total,Total,Total,289,11272.0
4314159,7,RS,Paverama,Total,Total,Total,1219,13217.0
4314175,7,RS,Pedras Altas,Total,Total,Total,519,134757.0
4314209,7,RS,Pedro Osório,Total,Total,Total,165,55437.0
4314308,7,RS,Pejuçara,Total,Total,Total,283,40198.0
