municipality_code,administrative_dependency,rural_high_school_enrollments
2919405,private,0
2919504,private,0
2919553,private,0
2919603,private,0
2919702,private,0
2919801,private,102
2919900,private,0
2919926,private,0
2919959,private,0
2920007,private,0
2920106,private,0
2920205,private,0
2920304,private,0
2920403,private,0
2920452,private,0
2920502,private,0
2920601,private,0
2920700,private,0
2920809,private,0
2920908,private,0
2921005,private,0
2921054,private,0
2921104,private,0
2921203,private,0
2921302,private,0
2921401,private,0
2921450,private,0
2921500,private,110
2921609,private,0
2921708,private,0
2921807,private,0
2921906,private,0
2922003,private,0
2922052,private,0
2922102,private,75
2922201,private,0
2922250,private,0
2922300,private,0
2922409,private,0
2922508,private,0
2922607,private,119
2922656,private,0
2922706,private,0
2922730,private,0
2922755,private,0
2922805,private,0
2922854,private,0
2922904,private,0
2923001,private,0
2923035,private,0
2923050,private,0
2923100,private,0
2923209,private,0
2923308,private,0
2923357,private,0
2923407,private,0
2923506,private,0
2923605,private,32
2923704,private,141
2923803,private,0
2923902,private,0
2924009,private,0
2924058,private,0
2924108,private,0
2924207,private,0
2924306,private,0
2924405,private,0
2924504,private,0
2924603,private,0
2924652,private,0
2924678,private,0
2924702,private,0
2924801,private,0
2924900,private,0
2925006,private,0
2925105,private,0
2925204,private,359
2925253,private,0
2925303,private,61
2925402,private,0
2925501,private,0
2925600,private,0
2925709,private,0
2925758,private,132
2925808,private,0
2925907,private,0
2925931,private,178
2925956,private,0
2926004,private,0
2926103,private,0
2926202,private,0
2926301,private,0
2926400,private,400
2926509,private,0
2926608,private,73
2926657,private,0
2926707,private,0
2926806,private,0
2926905,private,0
2927002,private,85
2927101,private,0
2927200,private,195
2927309,private,0
2927408,private,0
2927507,private,0
2927606,private,0
2927705,private,0
2927804,private,0
2927903,private,0
2928059,private,0
2928109,private,0
2928406,private,0
2928505,private,0
2928000,private,0
2928208,private,164
2928307,private,0
2928604,private,0
2928703,private,0
2928802,private,0
2928901,private,0
2928950,private,0
2929107,private,0
2929008,private,0
2929057,private,0
2929206,private,0
2929255,private,0
2929305,private,0
2929354,private,0
2929370,private,0
2929404,private,0
2929503,private,0
2929602,private,0
2929701,private,0
2929750,private,0
2929800,private,0
2929909,private,56
2930006,private,0
2930105,private,0
2930204,private,0
2930154,private,0
2930303,private,0
2930402,private,0
2930501,private,0
2930600,private,0
2930709,private,0
2930758,private,0
2930766,private,0
2930774,private,0
2930808,private,0
2930907,private,0
2931004,private,0
2931053,private,0
2931103,private,0
2931202,private,0
2931301,private,0
2931350,private,0
2931400,private,0
2931509,private,0
2931608,private,0
2931707,private,0
2931806,private,0
2931905,private,0
2932002,private,0
2932101,private,0
2932200,private,0
2932309,private,0
2932408,private,0
2932457,private,0
2932507,private,0
2932606,private,0
2932705,private,31
2932804,private,0
2932903,private,0
2933000,private,67
2933059,private,0
2933109,private,0
2933158,private,0
2933174,private,0
2933208,private,29
2933257,private,0
2933307,private,0
2933406,private,0
2933455,private,0
2933505,private,0
2933604,private,0
3100104,private,0
3100203,private,0
3100302,private,0
3100401,private,49
3100500,private,0
3100609,private,0
3100708,private,0
3100807,private,0
3100906,private,0
3101003,private,0
3101102,private,0
3101201,private,0
3101300,private,0
3101409,private,0
3101508,private,0
3101607,private,0
3101631,private,0
3101706,private,0
3101805,private,0
3101904,private,0
3102001,private,0
3102050,private,0
3153509,private,0
3102100,private,0
3102209,private,0
3102308,private,0
3102407,private,0
3102506,private,0
3102605,private,0
3102803,private,0
3102852,private,0
3102902,private,0
3103009,private,0
3103108,private,0
3103207,private,0
3103306,private,0
3103405,private,56
3103504,private,0
3103603,private,0
3103702,private,52
3103751,private,0
3103801,private,0
3103900,private,0
3104007,private,0
3104106,private,0
3104205,private,0
3104304,private,0
3104403,private,0
3104452,private,0
3104502,private,0
3104601,private,0
3104700,private,0
3104809,private,0
3104908,private,0
3105004,private,0
3105103,private,0
3105202,private,0
3105301,private,0
3105400,private,0
3105509,private,0
3105608,private,0
3105707,private,0
3105905,private,0
3106002,private,0
3106101,private,0
3106200,private,0
3106309,private,0
3106408,private,0
3106507,private,0
3106655,private,0
3106606,private,0
3106705,private,0
3106804,private,0
3106903,private,0
3107000,private,0
3107109,private,0
3107208,private,0
3107307,private,0
3107406,private,0
3107505,private,0
3107604,private,0
3107703,private,0
3107802,private,0
3107901,private,0
3108008,private,0
3108107,private,0
3108206,private,0
3108255,private,0
3108305,private,0
3108404,private,0
3108503,private,0
3108701,private,0
3108552,private,0
3108602,private,0
3108800,private,0
3108909,private,0
3109006,private,0
3109105,private,0
3109204,private,0
3109253,private,0
3109303,private,0
3109402,private,0
3109451,private,0
3109501,private,0
3109600,private,0
3109709,private,0
3102704,private,0
3109808,private,0
3109907,private,0
3110004,private,0
3110103,private,0
3110202,private,0
3110301,private,0
3110400,private,0
3110509,private,0
3110608,private,0
3110707,private,0
3110806,private,0
3110905,private,0
3111002,private,0
3111101,private,0
3111150,private,0
3111200,private,0
3111309,private,0
3111408,private,0
3111507,private,0
3111606,private,0
3111903,private,0
3111705,private,0
3111804,private,0
3112000,private,0
3112059,private,0
3112109,private,0
3112208,private,0
3112307,private,0
3112406,private,0
3112505,private,0
3112604,private,0
3112653,private,0
3112703,private,0
3112802,private,0
3112901,private,0
3113008,private,0
3113107,private,0
3113206,private,0
3113305,private,0
3113404,private,0
3113503,private,0
3113602,private,0
3113701,private,0
3113800,private,0
3113909,private,0
3114006,private,0
3114105,private,0
3114204,private,0
3114303,private,0
3114402,private,0
3114501,private,0
3114550,private,0
3114600,private,0
3114709,private,0
3114808,private,0
3114907,private,0
3115003,private,0
3115102,private,0
3115300,private,0
3115359,private,0
3115409,private,0
3115458,private,0
3115474,private,0
3115508,private,0
3115607,private,0
3115706,private,0
3115805,private,0
3115904,private,0
3116001,private,0
3116100,private,0
3116159,private,0
3116209,private,0
3116308,private,0
3116407,private,0
3116506,private,0
3116605,private,0
3116704,private,0
3116803,private,0
3116902,private,0
3117009,private,19
3117108,private,0
3115201,private,0
3117306,private,0
3117207,private,0
3117405,private,0
3117504,private,0
3117603,private,0
3117702,private,0
3117801,private,0
3117836,private,0
3117876,private,0
3117900,private,0
3118007,private,0
3118106,private,0
3118205,private,0
3118304,private,0
3118403,private,0
3118502,private,0
3118601,private,0
3118700,private,0
3118809,private,0
3118908,private,0
3119005,private,0
3119104,private,0
3119203,private,0
3119302,private,0
3119401,private,0
3119500,private,0
3119609,private,0
3119708,private,0
3119807,private,0
3119906,private,0
3119955,private,0
3120003,private,0
3120102,private,0
3120151,private,0
3120201,private,0
3120300,private,0
3120409,private,0
3120508,private,0
3120607,private,0
3120706,private,0
3120805,private,102
3120839,private,0
3120870,private,0
3120904,private,0
3121001,private,0
3121100,private,0
3121209,private,0
3121258,private,0
3121308,private,0
3121407,private,0
3121506,private,0
3121605,private,0
3121704,private,0
3121803,private,0
3121902,private,0
3122009,private,0
3122108,private,0
3122207,private,0
3122306,private,0
3122355,private,0
3122405,private,0
3122454,private,0
3122470,private,0
3122504,private,0
3122603,private,0
3122702,private,0
3122801,private,0
3122900,private,0
3123007,private,0
3123106,private,0
3123205,private,0
3123304,private,0
3123403,private,0
3123502,private,0
3123528,private,0
3123601,private,0
3123700,private,0
3123809,private,0
3123858,private,0
3123908,private,0
3124005,private,0
3124104,private,0
3124203,private,0
3124302,private,0
3124401,private,0
3124500,private,0
3124609,private,0
3124708,private,0
3124807,private,0
3124906,private,0
3125002,private,0
3125101,private,0
3125200,private,0
3125309,private,0
3125408,private,0
3125606,private,0
3125705,private,0
3125804,private,0
3125903,private,0
3125952,private,0
3126000,private,0
3126109,private,0
3126208,private,0
3126307,private,0
3126406,private,0
3126505,private,0
3126604,private,0
3126703,private,0
3126752,private,0
3126802,private,0
3126901,private,0
3126950,private,0
3127008,private,0
3127057,private,0
3127073,private,0
3127107,private,0
3127206,private,0
3127305,private,0
3127339,private,0
3127354,private,0
3127370,private,0
3127388,private,0
3127404,private,0
3127503,private,0
3127602,private,0
3127701,private,0
3127800,private,0
3127909,private,0
3128006,private,0
3128105,private,0
3128204,private,0
3128253,private,0
3128303,private,0
3128402,private,0
3128501,private,0
3128600,private,0
3128709,private,0
3128808,private,0
3128907,private,0
3129004,private,0
3129103,private,0
3129202,private,0
3129301,private,0
3129400,private,0
3129509,private,0
3129608,private,0
3129657,private,0
3129707,private,0
3129806,private,0
3129905,private,0
3130002,private,0
3130051,private,0
3130101,private,0
3130200,private,0
3130309,private,0
3130408,private,0
3130507,private,0
3130556,private,0
3130606,private,0
3130655,private,0
3130705,private,0
3130804,private,0
3130903,private,0
3131000,private,0
3131109,private,0
3131158,private,0
3131208,private,0
3131307,private,0
3131406,private,0
3131505,private,0
3131604,private,0
3131703,private,0
3131802,private,0
3131901,private,0
3132008,private,0
3132107,private,0
3132206,private,0
3132305,private,73
3132404,private,0
3132503,private,0
3132602,private,0
3132701,private,0
3132800,private,0
3132909,private,0
3133006,private,0
3133105,private,0
3133204,private,0
3133303,private,133
3133402,private,0
3133501,private,0
3133600,private,0
3133709,private,0
3133758,private,0
3133808,private,0
3133907,private,0
3134004,private,21
3134103,private,0
3134202,private,0
3134301,private,0
3134400,private,0
3134509,private,0
3134608,private,0
3134707,private,0
3134806,private,0
3134905,private,0
3135001,private,0
3135050,private,0
3135076,private,0
3135100,private,0
3135209,private,0
3135308,private,0
3135357,private,0
3135407,private,0
3135456,private,0
3135506,private,0
3135605,private,0
3135704,private,0
3135803,private,0
3135902,private,0
3136009,private,0
3136108,private,0
3136207,private,0
3136306,private,0
3136405,private,0
3136504,private,0
3136520,private,0
3136553,private,0
3136579,private,0
3136652,private,0
3136702,private,0
3136801,private,0
3136900,private,0
3136959,private,0
3137007,private,0
3137106,private,0
3137205,private,0
3137304,private,0
3137403,private,0
3137502,private,0
3137536,private,0
3137601,private,0
3137700,private,0
3137809,private,0
3137908,private,0
3138005,private,0
3138104,private,0
3138203,private,192
3138302,private,0
3138351,private,0
3138401,private,0
3138500,private,0
3138609,private,0
3138625,private,0
3138658,private,0
3138674,private,0
3138682,private,0
3138708,private,0
3138807,private,0
3138906,private,0
3139003,private,0
3139102,private,0
3139201,private,115
3139250,private,0
3139300,private,0
3139409,private,0
3139508,private,0
3139607,private,0
3139805,private,0
3139706,private,0
3139904,private,0
3140001,private,0
3140100,private,0
3140159,private,0
3140209,private,0
3140308,private,0
3140407,private,0
3140506,private,0
3140530,private,0
3140555,private,0
3140605,private,0
3140704,private,0
3171501,private,0
3140803,private,0
3140852,private,0
3140902,private,0
3141009,private,0
3141108,private,0
3141207,private,0
3141306,private,0
3141405,private,0
3141504,private,0
3141603,private,0
3141702,private,0
3141801,private,0
3141900,private,0
3142007,private,0
3142106,private,0
3142205,private,0
3142254,private,0
3142304,private,0
3142403,private,0
3142502,private,0
3142601,private,0
3142700,private,0
3142809,private,0
3142908,private,0
3143005,private,0
3143104,private,0
3143153,private,0
3143203,private,0
3143401,private,0
3143302,private,0
3143450,private,0
3143500,private,0
3143609,private,0
3143708,private,0
3143807,private,0
3143906,private,0
3144003,private,0
3144102,private,0
3144201,private,0
3144300,private,0
3144359,private,0
3144375,private,439
3144409,private,0
3144508,private,0
3144607,private,0
3144656,private,0
3144672,private,0
3144706,private,0
3144805,private,0
3144904,private,0
3145000,private,0
3145059,private,0
3145109,private,0
3145208,private,0
3136603,private,0
3145307,private,0
3145356,private,0
3145372,private,0
3145406,private,0
3145455,private,0
3145505,private,0
3145604,private,0
3145703,private,0
3145802,private,0
3145851,private,0
3145877,private,0
3145901,private,0
3146008,private,0
3146107,private,0
3146206,private,0
3146255,private,0
3146305,private,0
3146552,private,0
3146404,private,0
3146503,private,0
3146602,private,0
3146701,private,0
3146750,private,0
3146909,private,0
3147105,private,0
3147006,private,0
3147204,private,0
3147303,private,0
3147402,private,0
3147600,private,0
3147709,private,0
3147808,private,0
3147501,private,0
3147907,private,0
3147956,private,0
3148004,private,0
3148103,private,0
3148202,private,0
3148301,private,0
3148400,private,0
3148509,private,0
3148608,private,0
3148707,private,0
3148756,private,0
3148806,private,0
3148905,private,0
3149002,private,0
3149101,private,0
3149150,private,0
3149200,private,0
3149309,private,0
3149408,private,0
3149507,private,0
3149606,private,0
3149705,private,0
3149804,private,0
3149903,private,0
3149952,private,0
3150000,private,0
3150109,private,0
3150158,private,0
3150208,private,0
3150307,private,0
3150406,private,0
3150505,private,0
3150539,private,0
3150570,private,0
3150604,private,0
3150703,private,0
3150802,private,0
3150901,private,0
3151008,private,0
3151107,private,0
3151206,private,0
3151305,private,0
3151404,private,0
3151503,private,0
3151602,private,0
3151701,private,0
3151800,private,0
3151909,private,0
3152006,private,0
3152105,private,0
3152131,private,0
3152170,private,0
3152204,private,0
3152303,private,0
3152402,private,0
3152501,private,0
3152600,private,0
3152709,private,0
3152808,private,0
3152907,private,0
3153004,private,0
3153103,private,0
3153202,private,0
3153301,private,0
3153400,private,0
3153608,private,0
3153707,private,0
3153806,private,0
3153905,private,0
3154002,private,0
3154101,private,0
3154150,private,0
3154200,private,0
3154309,private,0
3154408,private,0
3154457,private,0
3154507,private,0
3154606,private,0
3154705,private,0
3154804,private,0
3154903,private,0
3155108,private,0
3155009,private,0
3155207,private,0
3155306,private,0
3155405,private,0
3155504,private,0
3155603,private,0
3155702,private,0
3155801,private,0
3155900,private,0
3156007,private,0
3156106,private,0
3156205,private,0
3156304,private,0
3156403,private,0
3156452,private,0
3156502,private,0
3156601,private,0
3156700,private,0
3156809,private,0
3156908,private,0
3157005,private,0
3157104,private,0
3157203,private,0
3157252,private,0
3157278,private,0
3157302,private,0
3157336,private,0
3157377,private,0
3157401,private,0
3157500,private,0
3157609,private,0
3157658,private,0
3157708,private,0
3157807,private,0
3157906,private,0
3158003,private,0
3158102,private,0
3158201,private,0
3159209,private,0
3159407,private,0
3159308,private,0
3159357,private,0
3159506,private,0
3159605,private,0
3159704,private,0
3159803,private,0
3158300,private,0
3158409,private,0
3158508,private,0
3158607,private,0
3158706,private,0
3158805,private,0
3158904,private,0
3158953,private,0
3159001,private,0
3159100,private,0
3159902,private,0
3160009,private,0
3160108,private,0
3160207,private,0
3160306,private,0
3160405,private,0
3160454,private,0
3160504,private,0
3160603,private,0
3160702,private,0
3160801,private,0
3160900,private,0
3160959,private,0
3161007,private,0
3161056,private,0
3161106,private,293
3161205,private,0
3161304,private,0
3161403,private,0
3161502,private,0
3161601,private,0
3161650,private,0
3161700,private,0
3161809,private,0
3161908,private,0
3125507,private,0
3162005,private,0
3162104,private,0
3162203,private,0
3162252,private,0
3162302,private,0
3162401,private,0
3162450,private,0
3162500,private,0
3162559,private,0
3162575,private,0
3162609,private,0
3162658,private,0
3162708,private,0
3162807,private,0
3162906,private,0
3162922,private,0
3162948,private,0
3162955,private,0
3163003,private,0
3163102,private,0
3163201,private,0
3163300,private,0
3163409,private,0
3163508,private,0
3163607,private,0
3163706,private,0
3163805,private,0
3163904,private,0
3164100,private,0
3164001,private,0
3164209,private,0
3164308,private,0
3164407,private,0
3164431,private,0
3164472,private,0
3164506,private,0
3164605,private,0
3164704,private,0
3164803,private,0
3164902,private,0
3165008,private,0
3165107,private,0
3165206,private,0
3165305,private,0
3165404,private,0
3165503,private,0
3165537,private,0
3165560,private,20
3165578,private,0
3165602,private,0
3165701,private,0
3165800,private,0
3165909,private,0
3166006,private,0
3166105,private,0
3166204,private,0
3166303,private,0
3166402,private,0
3166501,private,0
3166600,private,0
3166808,private,0
3166709,private,171
3166907,private,0
3166956,private,0
3167004,private,0
3167103,private,3
3167202,private,0
3165552,private,0
3167301,private,0
3167400,private,0
3167509,private,0
3167608,private,52
3167707,private,0
3167806,private,0
3167905,private,0
3168002,private,102
3168051,private,0
3168101,private,0
3168200,private,0
3168309,private,0
3168408,private,0
3168507,private,0
3168606,private,0
3168705,private,0
3168804,private,0
3168903,private,0
3169000,private,0
3169059,private,0
3169109,private,0
3169208,private,0
3169307,private,0
3169356,private,0
3169406,private,0
3169505,private,0
3169604,private,0
3169703,private,0
3169802,private,0
3169901,private,0
3170008,private,0
3170057,private,0
3170107,private,0
3170206,private,0
3170305,private,0
3170404,private,0
3170438,private,0
3170479,private,0
3170503,private,0
3170529,private,0
3170578,private,0
3170602,private,0
3170651,private,0
3170701,private,0
3170750,private,0
3170800,private,0
3170909,private,0
3171006,private,0
3171030,private,0
3171071,private,81
3171105,private,0
3171154,private,0
3171204,private,0
3171303,private,0
3171402,private,0
3171600,private,7
3171709,private,0
3171808,private,0
3171907,private,0
3172004,private,0
3172103,private,0
3172202,private,0
3200102,private,0
3200169,private,0
3200136,private,0
3200201,private,0
3200300,private,74
3200359,private,0
3200409,private,111
3200508,private,0
3200607,private,0
3200706,private,0
3200805,private,0
3200904,private,85
3201001,private,135
3201100,private,0
3201159,private,0
3201209,private,100
3201308,private,0
3201407,private,128
3201506,private,0
3201605,private,0
3201704,private,0
3201803,private,0
3201902,private,0
3202009,private,0
3202108,private,0
3202207,private,0
3202256,private,0
3202306,private,0
3202405,private,0
3202454,private,0
3202504,private,0
3202553,private,57
3202603,private,0
3202652,private,0
3202702,private,0
3202801,private,0
3202900,private,0
3203007,private,0
3203056,private,186
3203106,private,0
3203130,private,0
3203163,private,0
3203205,private,0
3203304,private,0
3203320,private,0
3203346,private,0
3203353,private,0
3203403,private,55
3203502,private,101
3203601,private,0
3203700,private,0
3203809,private,0
3203908,private,159
3204005,private,0
3204054,private,0
3204104,private,0
3204203,private,0
3204252,private,0
3204302,private,0
3204351,private,132
3204401,private,0
3204500,private,0
3204559,private,71
3204609,private,0
3204658,private,0
3204708,private,139
3204807,private,0
3204906,private,0
3204955,private,0
3205002,private,0
3205010,private,0
3205036,private,0
3205069,private,0
3205101,private,0
3205150,private,0
3205176,private,0
3205200,private,0
3205309,private,0
3300100,private,0
3300159,private,0
3300209,private,77
3300225,private,0
3300233,private,0
3300258,private,0
3300308,private,0
3300407,private,0
3300456,private,0
3300506,private,0
3300605,private,0
3300704,private,0
3300803,private,0
3300902,private,0
3301009,private,0
3301108,private,0
3300936,private,0
3301157,private,0
3301207,private,0
3301306,private,0
3300951,private,0
3301405,private,0
3301504,private,0
3301603,private,0
3301702,private,84
3301801,private,0
3301850,private,0
3301876,private,0
3301900,private,143
3302007,private,0
3302056,private,0
3302106,private,0
3302205,private,0
3302254,private,0
3302270,private,0
3302304,private,0
3302403,private,0
3302452,private,0
3302502,private,0
3302601,private,0
3302700,private,123
3302809,private,0
3302858,private,0
3302908,private,0
3303005,private,0
3303104,private,0
3303203,private,0
3303302,private,0
3303401,private,0
3303500,private,0
3303609,private,0
3303708,private,0
3303807,private,0
3303856,private,0
3303906,private,172
3303955,private,0
3304003,private,0
3304102,private,0
3304110,private,0
3304128,private,0
3304144,private,0
3304151,private,0
3304201,private,0
3304300,private,0
3304409,private,0
3304508,private,0
3304524,private,0
3304557,private,0
3304607,private,0
3304706,private,0
3304805,private,0
3304755,private,0
3304904,private,45
3305000,private,0
3305109,private,0
3305133,private,0
3305158,private,0
3305208,private,0
3305307,private,0
3305406,private,0
3305505,private,0
3305554,private,38
3305604,private,0
3305703,private,0
3305752,private,0
3305802,private,18
3305901,private,0
3306008,private,0
3306107,private,0
3306156,private,0
3306206,private,0
3306305,private,0
3500105,private,0
3500204,private,0
3500303,private,0
3500402,private,0
3500501,private,0
3500550,private,0
3500600,private,0
3500709,private,0
3500758,private,0
3500808,private,0
3500907,private,0
3501004,private,0
3501103,private,0
3501152,private,0
3501202,private,0
3501301,private,0
3501400,private,0
3501509,private,0
3501608,private,0
3501707,private,0
3501806,private,0
3501905,private,0
3502002,private,0
3502101,private,0
3502200,private,0
3502309,private,0
3502408,private,0
3502507,private,0
3502606,private,0
3502705,private,0
3502754,private,0
3502804,private,0
3502903,private,0
3503000,private,0
3503109,private,0
3503158,private,0
3503208,private,0
3503307,private,0
3503356,private,0
3503406,private,0
3503505,private,0
3503604,private,0
3503703,private,0
3503802,private,0
3503901,private,0
3503950,private,0
3504008,private,0
3504107,private,0
3504206,private,0
3504305,private,0
3504404,private,0
3504503,private,0
3504602,private,0
3504701,private,0
3504800,private,0
3504909,private,0
3505005,private,0
3505104,private,0
3505203,private,0
3505302,private,0
3505351,private,0
3505401,private,0
3505500,private,0
3505609,private,0
3505708,private,0
3505807,private,0
3505906,private,0
3506003,private,0
3506102,private,0
3506201,private,0
3506300,private,0
3506359,private,0
3506409,private,0
3506508,private,0
3506607,private,0
3506706,private,0
3506805,private,0
3506904,private,0
3507001,private,0
3507100,private,0
3507159,private,0
3507209,private,0
3507308,private,0
3507407,private,0
3507456,private,0
3507506,private,67
3507605,private,53
3507704,private,0
3507753,private,0
3507803,private,0
3507902,private,0
3508009,private,0
3508108,private,0
3508207,private,0
3508306,private,0
3508405,private,0
3508504,private,0
3508603,private,0
3508702,private,0
3508801,private,0
3508900,private,0
3509007,private,0
3509106,private,0
3509205,private,0
3509254,private,0
3509304,private,0
3509403,private,0
3509452,private,0
3509502,private,58
3509601,private,0
3509700,private,0
3509809,private,0
3509908,private,0
3509957,private,0
3510005,private,0
3510104,private,0
3510153,private,0
3510203,private,0
3510302,private,0
3510401,private,0
3510500,private,0
3510609,private,0
3510708,private,0
3510807,private,0
3510906,private,0
3511003,private,0
3511102,private,0
3511201,private,0
3511300,private,0
3511409,private,0
3511508,private,0
3511607,private,0
3511706,private,0
3557204,private,0
3511904,private,0
3512001,private,0
3512100,private,0
3512209,private,0
3512308,private,0
3512407,private,0
3512506,private,0
3512605,private,0
3512704,private,0
3512803,private,0
3512902,private,0
3513009,private,0
3513108,private,0
3513207,private,0
3513306,private,0
3513405,private,0
3513504,private,0
3513603,private,0
3513702,private,0
3513801,private,0
3513850,private,0
3513900,private,0
3514007,private,0
3514106,private,0
3514205,private,0
3514304,private,0
3514403,private,0
3514502,private,0
3514601,private,0
3514700,private,0
3514809,private,0
3514908,private,0
3514924,private,0
3514957,private,0
3515004,private,0
3515103,private,0
3515129,private,0
3515152,private,467
3515186,private,0
3515194,private,0
3557303,private,0
3515202,private,0
3515301,private,0
3515350,private,0
3515400,private,0
3515608,private,0
3515509,private,0
3515657,private,0
3515707,private,0
3515806,private,0
3515905,private,0
3516002,private,0
3516101,private,0
3516200,private,0
3516309,private,0
3516408,private,0
3516507,private,0
3516606,private,0
3516705,private,0
3516804,private,0
3516853,private,0
3516903,private,0
3517000,private,0
3517109,private,0
3517208,private,0
3517307,private,0
3517406,private,0
3517505,private,0
3517604,private,0
3517703,private,0
3517802,private,0
3517901,private,0
3518008,private,0
3518107,private,0
3518206,private,0
3518305,private,0
3518404,private,0
3518503,private,0
3518602,private,0
3518701,private,0
3518800,private,0
3518859,private,0
3518909,private,0
3519006,private,0
3519055,private,0
3519071,private,699
3519105,private,0
3519204,private,0
3519253,private,0
3519303,private,0
3519402,private,0
3519501,private,0
3519600,private,0
3519709,private,0
3519808,private,0
3519907,private,0
3520004,private,0
3520103,private,0
3520202,private,0
3520301,private,0
3520426,private,0
3520442,private,0
3520400,private,0
3520509,private,0
3520608,private,0
3520707,private,0
3520806,private,0
3520905,private,0
3521002,private,0
3521101,private,0
3521150,private,0
3521200,private,0
3521309,private,0
3521408,private,0
3521507,private,0
3521606,private,0
3521705,private,0
3521804,private,0
3521903,private,0
3522000,private,0
3522109,private,0
3522158,private,0
3522208,private,0
3522307,private,0
3522406,private,0
3522505,private,0
3522604,private,0
3522653,private,0
3522703,private,0
3522802,private,0
3522901,private,0
3523008,private,0
3523107,private,0
3523206,private,0
3523305,private,0
3523404,private,0
3523503,private,0
3523602,private,0
3523701,private,0
3523800,private,0
3523909,private,0
3524006,private,0
3524105,private,0
3524204,private,0
3524303,private,0
3524402,private,0
3524501,private,0
3524600,private,0
3524709,private,0
3524808,private,0
3524907,private,0
3525003,private,0
3525102,private,0
3525201,private,25
3525300,private,0
3525409,private,0
3525508,private,0
3525607,private,0
3525706,private,0
3525805,private,0
3525854,private,0
3525904,private,0
3526001,private,0
3526100,private,0
3526209,private,0
3526308,private,0
3526407,private,0
3526506,private,0
3526605,private,0
3526704,private,0
3526803,private,0
3526902,private,0
3527009,private,0
3527108,private,0
3527207,private,0
3527256,private,0
3527306,private,0
3527405,private,0
3527504,private,0
3527603,private,0
3527702,private,0
3527801,private,0
3527900,private,0
3528007,private,0
3528106,private,0
3528205,private,0
3528304,private,0
3528403,private,0
3528502,private,0
3528601,private,0
3528700,private,0
3528809,private,0
3528858,private,0
3528908,private,0
3529005,private,0
3529104,private,0
3529203,private,0
3529302,private,0
3529401,private,0
3529500,private,0
3529609,private,0
3529658,private,0
3529708,private,0
3529807,private,0
3530003,private,0
3529906,private,0
3530102,private,0
3530201,private,0
3530300,private,0
3530409,private,0
3530508,private,0
3530607,private,0
3530706,private,0
3530805,private,0
3530904,private,0
3531001,private,0
3531100,private,0
3531209,private,0
3531308,private,0
3531407,private,0
3531506,private,0
3531605,private,0
3531803,private,0
3531704,private,0
3531902,private,0
3532009,private,0
3532058,private,0
3532108,private,0
3532157,private,0
3532207,private,0
3532306,private,0
3532405,private,0
3532504,private,0
3532603,private,0
3532702,private,0
3532801,private,0
3532827,private,0
3532843,private,0
3532868,private,0
3532900,private,0
3533007,private,0
3533106,private,0
3533205,private,0
3533304,private,0
3533403,private,0
3533254,private,0
3533502,private,0
3533601,private,0
3533700,private,0
3533809,private,0
3533908,private,0
3534005,private,0
3534104,private,0
3534203,private,0
3534302,private,0
3534401,private,0
3534500,private,0
3534609,private,0
3534708,private,0
3534807,private,0
3534757,private,0
3534906,private,0
3535002,private,0
3535101,private,0
3535200,private,0
3535309,private,0
3535408,private,0
3535507,private,0
3535606,private,0
3535705,private,0
3535804,private,57
3535903,private,0
3536000,private,0
3536109,private,0
3536208,private,0
3536257,private,0
3536307,private,0
3536406,private,0
3536505,private,0
3536570,private,0
3536604,private,0
3536703,private,0
3536802,private,0
3536901,private,0
3537008,private,0
3537107,private,0
3537156,private,0
3537206,private,0
3537305,private,0
3537404,private,0
3537503,private,0
3537602,private,0
3537701,private,0
3537800,private,0
3537909,private,44
3538006,private,0
3538105,private,0
3538204,private,0
3538303,private,0
3538501,private,0
3538600,private,0
3538709,private,0
3538808,private,0
3538907,private,0
3539004,private,0
3539103,private,0
3539202,private,0
3539301,private,0
3539400,private,0
3539509,private,0
3539608,private,0
3539707,private,0
3539806,private,0
3539905,private,0
3540002,private,0
3540101,private,0
3540200,private,0
3540259,private,0
3540309,private,0
3540408,private,0
3540507,private,0
3540606,private,0
3540705,private,0
3540754,private,0
3540804,private,0
3540853,private,0
3540903,private,0
3541000,private,0
3541059,private,0
3541109,private,0
3541208,private,0
3541307,private,0
3541406,private,0
3541505,private,0
3541604,private,0
3541653,private,0
3541703,private,68
3541802,private,0
3541901,private,0
3542008,private,0
3542107,private,0
3542206,private,0
3542305,private,0
3542404,private,0
3542503,private,0
3542602,private,0
3542701,private,0
3542800,private,0
3542909,private,0
3543006,private,0
3543105,private,0
3543204,private,0
3543238,private,0
3543253,private,0
3543303,private,0
3543402,private,0
3543600,private,0
3543709,private,0
3543808,private,0
3543907,private,0
3544004,private,0
3544103,private,0
3544202,private,0
3543501,private,0
3544251,private,0
3544301,private,0
3544400,private,0
3544509,private,0
3544608,private,0
3544707,private,0
3544806,private,0
3544905,private,0
3545001,private,0
3545100,private,0
3545159,private,0
3545209,private,0
3545308,private,0
3545407,private,0
3545506,private,0
3545605,private,0
3545704,private,0
3545803,private,0
3546009,private,0
3546108,private,0
3546207,private,0
3546256,private,0
3546306,private,0
3546405,private,0
3546504,private,0
3546603,private,0
3546702,private,0
3546801,private,0
3546900,private,0
3547007,private,0
3547106,private,0
3547403,private,0
3547502,private,0
3547601,private,0
3547650,private,0
3547205,private,0
3547304,private,0
3547700,private,0
3547809,private,0
3547908,private,0
