cod_ibge,regiao,uf,municipio,localizacao,dependencia,num_escolas
2414605,Nordeste ,Rio Grande do Norte ,Upanema ,Rural,Privada,0
2414704,Nordeste ,Rio Grande do Norte ,Várzea ,Rural,Privada,0
2414753,Nordeste ,Rio Grande do Norte ,Venha-Ver ,Rural,Privada,0
2414803,Nordeste ,Rio Grande do Norte ,Vera Cruz ,Rural,Privada,0
2414902,Nordeste ,Rio Grande do Norte ,Viçosa ,Rural,Privada,0
2415008,Nordeste ,Rio Grande do Norte ,Vila Flor ,Rural,Privada,0
2500106,Nordeste ,Paraíba ,Água Branca ,Rural,Privada,0
2500205,Nordeste ,Paraíba ,Aguiar ,Rural,Privada,0
2500304,Nordeste ,Paraíba ,Alagoa Grande ,Rural,Privada,0
2500403,Nordeste ,Paraíba ,Alagoa Nova ,Rural,Privada,0
2500502,Nordeste ,Paraíba ,Alagoinha ,Rural,Privada,0
2500536,Nordeste ,Paraíba ,Alcantil ,Rural,Privada,0
2500577,Nordeste ,Paraíba ,Algodão de Jandaíra ,Rural,Privada,0
2500601,Nordeste ,Paraíba ,Alhandra ,Rural,Privada,0
2500734,Nordeste ,Paraíba ,Amparo ,Rural,Privada,0
2500775,Nordeste ,Paraíba ,Aparecida ,Rural,Privada,0
2500809,Nordeste ,Paraíba ,Araçagi ,Rural,Privada,0
2500908,Nordeste ,Paraíba ,Arara ,Rural,Privada,0
2501005,Nordeste ,Paraíba ,Araruna ,Rural,Privada,0
2501104,Nordeste ,Paraíba ,Areia ,Rural,Privada,0
2501153,Nordeste ,Paraíba ,Areia de Baraúnas ,Rural,Privada,0
2501203,Nordeste ,Paraíba ,Areial ,Rural,Privada,0
2501302,Nordeste ,Paraíba ,Aroeiras ,Rural,Privada,0
2501351,Nordeste ,Paraíba ,Assunção ,Rural,Privada,0
2501401,Nordeste ,Paraíba ,Baía da Traição ,Rural,Privada,0
2501500,Nordeste ,Paraíba ,Bananeiras ,Rural,Privada,224
2501534,Nordeste ,Paraíba ,Baraúna ,Rural,Privada,0
2501609,Nordeste ,Paraíba ,Barra de Santa Rosa ,Rural,Privada,0
2501575,Nordeste ,Paraíba ,Barra de Santana ,Rural,Privada,0
2501708,Nordeste ,Paraíba ,Barra de São Miguel ,Rural,Privada,0
2501807,Nordeste ,Paraíba ,Bayeux ,Rural,Privada,0
2501906,Nordeste ,Paraíba ,Belém ,Rural,Privada,0
2502003,Nordeste ,Paraíba ,Belém do Brejo do Cruz ,Rural,Privada,0
2502052,Nordeste ,Paraíba ,Bernardino Batista ,Rural,Privada,0
2502102,Nordeste ,Paraíba ,Boa Ventura ,Rural,Privada,0
2502151,Nordeste ,Paraíba ,Boa Vista ,Rural,Privada,0
2502201,Nordeste ,Paraíba ,Bom Jesus ,Rural,Privada,0
2502300,Nordeste ,Paraíba ,Bom Sucesso ,Rural,Privada,0
2502409,Nordeste ,Paraíba ,Bonito de Santa Fé ,Rural,Privada,0
2502508,Nordeste ,Paraíba ,Boqueirão ,Rural,Privada,0
2502706,Nordeste ,Paraíba ,Borborema ,Rural,Privada,0
2502805,Nordeste ,Paraíba ,Brejo do Cruz ,Rural,Privada,0
2502904,Nordeste ,Paraíba ,Brejo dos Santos ,Rural,Privada,0
2503001,Nordeste ,Paraíba ,Caaporã ,Rural,Privada,0
2503100,Nordeste ,Paraíba ,Cabaceiras ,Rural,Privada,0
2503209,Nordeste ,Paraíba ,Cabedelo ,Rural,Privada,0
2503308,Nordeste ,Paraíba ,Cachoeira dos Índios ,Rural,Privada,0
2503407,Nordeste ,Paraíba ,Cacimba de Areia ,Rural,Privada,0
2503506,Nordeste ,Paraíba ,Cacimba de Dentro ,Rural,Privada,0
2503555,Nordeste ,Paraíba ,Cacimbas ,Rural,Privada,0
2503605,Nordeste ,Paraíba ,Caiçara ,Rural,Privada,0
2503704,Nordeste ,Paraíba ,Cajazeiras ,Rural,Privada,0
2503753,Nordeste ,Paraíba ,Cajazeirinhas ,Rural,Privada,0
2503803,Nordeste ,Paraíba ,Caldas Brandão ,Rural,Privada,0
2503902,Nordeste ,Paraíba ,Camalaú ,Rural,Privada,0
2504009,Nordeste ,Paraíba ,Campina Grande ,Rural,Privada,0
2504033,Nordeste ,Paraíba ,Capim ,Rural,Privada,88
2504074,Nordeste ,Paraíba ,Caraúbas ,Rural,Privada,0
2504108,Nordeste ,Paraíba ,Carrapateira ,Rural,Privada,0
2504157,Nordeste ,Paraíba ,Casserengue ,Rural,Privada,0
2504207,Nordeste ,Paraíba ,Catingueira ,Rural,Privada,0
2504306,Nordeste ,Paraíba ,Catolé do Rocha ,Rural,Privada,0
2504355,Nordeste ,Paraíba ,Caturité ,Rural,Privada,0
2504405,Nordeste ,Paraíba ,Conceição ,Rural,Privada,0
2504504,Nordeste ,Paraíba ,Condado ,Rural,Privada,0
2504603,Nordeste ,Paraíba ,Conde ,Rural,Privada,0
2504702,Nordeste ,Paraíba ,Congo ,Rural,Privada,0
2504801,Nordeste ,Paraíba ,Coremas ,Rural,Privada,0
2504850,Nordeste ,Paraíba ,Coxixola ,Rural,Privada,0
2504900,Nordeste ,Paraíba ,Cruz do Espírito Santo ,Rural,Privada,0
2505006,Nordeste ,Paraíba ,Cubati ,Rural,Privada,0
2505105,Nordeste ,Paraíba ,Cuité ,Rural,Privada,0
2505238,Nordeste ,Paraíba ,Cuité de Mamanguape ,Rural,Privada,0
2505204,Nordeste ,Paraíba ,Cuitegi ,Rural,Privada,0
2505279,Nordeste ,Paraíba ,Curral de Cima ,Rural,Privada,0
2505303,Nordeste ,Paraíba ,Curral Velho ,Rural,Privada,0
2505352,Nordeste ,Paraíba ,Damião ,Rural,Privada,0
2505402,Nordeste ,Paraíba ,Desterro ,Rural,Privada,0
2505600,Nordeste ,Paraíba ,Diamante ,Rural,Privada,0
2505709,Nordeste ,Paraíba ,Dona Inês ,Rural,Privada,0
2505808,Nordeste ,Paraíba ,Duas Estradas ,Rural,Privada,0
2505907,Nordeste ,Paraíba ,Emas ,Rural,Privada,0
2506004,Nordeste ,Paraíba ,Esperança ,Rural,Privada,0
2506103,Nordeste ,Paraíba ,Fagundes ,Rural,Privada,0
2506202,Nordeste ,Paraíba ,Frei Martinho ,Rural,Privada,0
2506251,Nordeste ,Paraíba ,Gado Bravo ,Rural,Privada,0
2506301,Nordeste ,Paraíba ,Guarabira ,Rural,Privada,0
2506400,Nordeste ,Paraíba ,Gurinhém ,Rural,Privada,24
2506509,Nordeste ,Paraíba ,Gurjão ,Rural,Privada,0
2506608,Nordeste ,Paraíba ,Ibiara ,Rural,Privada,0
2502607,Nordeste ,Paraíba ,Igaracy ,Rural,Privada,0
2506707,Nordeste ,Paraíba ,Imaculada ,Rural,Privada,0
2506806,Nordeste ,Paraíba ,Ingá ,Rural,Privada,0
2506905,Nordeste ,Paraíba ,Itabaiana ,Rural,Privada,0
2507002,Nordeste ,Paraíba ,Itaporanga ,Rural,Privada,0
2507101,Nordeste ,Paraíba ,Itapororoca ,Rural,Privada,0
2507200,Nordeste ,Paraíba ,Itatuba ,Rural,Privada,0
2507309,Nordeste ,Paraíba ,Jacaraú ,Rural,Privada,0
2507408,Nordeste ,Paraíba ,Jericó ,Rural,Privada,0
2507507,Nordeste ,Paraíba ,João Pessoa ,Rural,Privada,0
2513653,Nordeste ,Paraíba ,Joca Claudino ,Rural,Privada,0
2507606,Nordeste ,Paraíba ,Juarez Távora ,Rural,Privada,0
2507705,Nordeste ,Paraíba ,Juazeirinho ,Rural,Privada,0
2507804,Nordeste ,Paraíba ,Junco do Seridó ,Rural,Privada,0
2507903,Nordeste ,Paraíba ,Juripiranga ,Rural,Privada,0
2508000,Nordeste ,Paraíba ,Juru ,Rural,Privada,0
2508109,Nordeste ,Paraíba ,Lagoa ,Rural,Privada,0
2508208,Nordeste ,Paraíba ,Lagoa de Dentro ,Rural,Privada,0
2508307,Nordeste ,Paraíba ,Lagoa Seca ,Rural,Privada,0
2508406,Nordeste ,Paraíba ,Lastro ,Rural,Privada,0
2508505,Nordeste ,Paraíba ,Livramento ,Rural,Privada,0
2508554,Nordeste ,Paraíba ,Logradouro ,Rural,Privada,0
2508604,Nordeste ,Paraíba ,Lucena ,Rural,Privada,0
2508703,Nordeste ,Paraíba ,Mãe d'Água ,Rural,Privada,0
2508802,Nordeste ,Paraíba ,Malta ,Rural,Privada,0
2508901,Nordeste ,Paraíba ,Mamanguape ,Rural,Privada,0
2509008,Nordeste ,Paraíba ,Manaíra ,Rural,Privada,0
2509057,Nordeste ,Paraíba ,Marcação ,Rural,Privada,0
2509107,Nordeste ,Paraíba ,Mari ,Rural,Privada,0
2509156,Nordeste ,Paraíba ,Marizópolis ,Rural,Privada,0
2509206,Nordeste ,Paraíba ,Massaranduba ,Rural,Privada,0
2509305,Nordeste ,Paraíba ,Mataraca ,Rural,Privada,0
2509339,Nordeste ,Paraíba ,Matinhas ,Rural,Privada,0
2509370,Nordeste ,Paraíba ,Mato Grosso ,Rural,Privada,0
2509396,Nordeste ,Paraíba ,Maturéia ,Rural,Privada,0
2509404,Nordeste ,Paraíba ,Mogeiro ,Rural,Privada,0
2509503,Nordeste ,Paraíba ,Montadas ,Rural,Privada,0
2509602,Nordeste ,Paraíba ,Monte Horebe ,Rural,Privada,0
2509701,Nordeste ,Paraíba ,Monteiro ,Rural,Privada,0
2509800,Nordeste ,Paraíba ,Mulungu ,Rural,Privada,0
2509909,Nordeste ,Paraíba ,Natuba ,Rural,Privada,0
2510006,Nordeste ,Paraíba ,Nazarezinho ,Rural,Privada,0
2510105,Nordeste ,Paraíba ,Nova Floresta ,Rural,Privada,0
2510204,Nordeste ,Paraíba ,Nova Olinda ,Rural,Privada,0
2510303,Nordeste ,Paraíba ,Nova Palmeira ,Rural,Privada,0
2510402,Nordeste ,Paraíba ,Olho d'Água ,Rural,Privada,0
2510501,Nordeste ,Paraíba ,Olivedos ,Rural,Privada,0
2510600,Nordeste ,Paraíba ,Ouro Velho ,Rural,Privada,0
2510659,Nordeste ,Paraíba ,Parari ,Rural,Privada,0
2510709,Nordeste ,Paraíba ,Passagem ,Rural,Privada,0
2510808,Nordeste ,Paraíba ,Patos ,Rural,Privada,0
2510907,Nordeste ,Paraíba ,Paulista ,Rural,Privada,0
2511004,Nordeste ,Paraíba ,Pedra Branca ,Rural,Privada,0
2511103,Nordeste ,Paraíba ,Pedra Lavrada ,Rural,Privada,0
2511202,Nordeste ,Paraíba ,Pedras de Fogo ,Rural,Privada,0
2512721,Nordeste ,Paraíba ,Pedro Régis ,Rural,Privada,0
2511301,Nordeste ,Paraíba ,Piancó ,Rural,Privada,0
2511400,Nordeste ,Paraíba ,Picuí ,Rural,Privada,0
2511509,Nordeste ,Paraíba ,Pilar ,Rural,Privada,0
2511608,Nordeste ,Paraíba ,Pilões ,Rural,Privada,0
2511707,Nordeste ,Paraíba ,Pilõezinhos ,Rural,Privada,0
2511806,Nordeste ,Paraíba ,Pirpirituba ,Rural,Privada,0
2511905,Nordeste ,Paraíba ,Pitimbu ,Rural,Privada,0
2512002,Nordeste ,Paraíba ,Pocinhos ,Rural,Privada,0
2512036,Nordeste ,Paraíba ,Poço Dantas ,Rural,Privada,0
2512077,Nordeste ,Paraíba ,Poço de José de Moura ,Rural,Privada,0
2512101,Nordeste ,Paraíba ,Pombal ,Rural,Privada,0
2512200,Nordeste ,Paraíba ,Prata ,Rural,Privada,0
2512309,Nordeste ,Paraíba ,Princesa Isabel ,Rural,Privada,0
2512408,Nordeste ,Paraíba ,Puxinanã ,Rural,Privada,0
2512507,Nordeste ,Paraíba ,Queimadas ,Rural,Privada,0
2512606,Nordeste ,Paraíba ,Quixaba ,Rural,Privada,0
2512705,Nordeste ,Paraíba ,Remígio ,Rural,Privada,0
2512747,Nordeste ,Paraíba ,Riachão ,Rural,Privada,0
2512754,Nordeste ,Paraíba ,Riachão do Bacamarte ,Rural,Privada,0
2512762,Nordeste ,Paraíba ,Riachão do Poço ,Rural,Privada,0
2512788,Nordeste ,Paraíba ,Riacho de Santo Antônio ,Rural,Privada,0
2512804,Nordeste ,Paraíba ,Riacho dos Cavalos ,Rural,Privada,0
2512903,Nordeste ,Paraíba ,Rio Tinto ,Rural,Privada,0
2513000,Nordeste ,Paraíba ,Salgadinho ,Rural,Privada,0
2513109,Nordeste ,Paraíba ,Salgado de São Félix ,Rural,Privada,192
2513158,Nordeste ,Paraíba ,Santa Cecília ,Rural,Privada,0
2513208,Nordeste ,Paraíba ,Santa Cruz ,Rural,Privada,0
2513307,Nordeste ,Paraíba ,Santa Helena ,Rural,Privada,0
2513356,Nordeste ,Paraíba ,Santa Inês ,Rural,Privada,0
2513406,Nordeste ,Paraíba ,Santa Luzia ,Rural,Privada,0
2513703,Nordeste ,Paraíba ,Santa Rita ,Rural,Privada,122
2513802,Nordeste ,Paraíba ,Santa Teresinha ,Rural,Privada,0
2513505,Nordeste ,Paraíba ,Santana de Mangueira ,Rural,Privada,0
2513604,Nordeste ,Paraíba ,Santana dos Garrotes ,Rural,Privada,0
2513851,Nordeste ,Paraíba ,Santo André ,Rural,Privada,0
2513927,Nordeste ,Paraíba ,São Bentinho ,Rural,Privada,0
2513901,Nordeste ,Paraíba ,São Bento ,Rural,Privada,0
2513968,Nordeste ,Paraíba ,São Domingos ,Rural,Privada,0
2513943,Nordeste ,Paraíba ,São Domingos do Cariri ,Rural,Privada,0
2513984,Nordeste ,Paraíba ,São Francisco ,Rural,Privada,0
2514008,Nordeste ,Paraíba ,São João do Cariri ,Rural,Privada,0
2500700,Nordeste ,Paraíba ,São João do Rio do Peixe ,Rural,Privada,0
2514107,Nordeste ,Paraíba ,São João do Tigre ,Rural,Privada,0
2514206,Nordeste ,Paraíba ,São José da Lagoa Tapada ,Rural,Privada,0
2514305,Nordeste ,Paraíba ,São José de Caiana ,Rural,Privada,0
2514404,Nordeste ,Paraíba ,São José de Espinharas ,Rural,Privada,0
2514503,Nordeste ,Paraíba ,São José de Piranhas ,Rural,Privada,0
2514552,Nordeste ,Paraíba ,São José de Princesa ,Rural,Privada,0
2514602,Nordeste ,Paraíba ,São José do Bonfim ,Rural,Privada,0
2514651,Nordeste ,Paraíba ,São José do Brejo do Cruz ,Rural,Privada,0
2514701,Nordeste ,Paraíba ,São José do Sabugi ,Rural,Privada,0
2514800,Nordeste ,Paraíba ,São José dos Cordeiros ,Rural,Privada,0
2514453,Nordeste ,Paraíba ,São José dos Ramos ,Rural,Privada,0
2514909,Nordeste ,Paraíba ,São Mamede ,Rural,Privada,0
2515005,Nordeste ,Paraíba ,São Miguel de Taipu ,Rural,Privada,0
2515104,Nordeste ,Paraíba ,São Sebastião de Lagoa de Roça ,Rural,Privada,0
2515203,Nordeste ,Paraíba ,São Sebastião do Umbuzeiro ,Rural,Privada,0
2515401,Nordeste ,Paraíba ,São Vicente do Seridó ,Rural,Privada,0
2515302,Nordeste ,Paraíba ,Sapé ,Rural,Privada,0
2515500,Nordeste ,Paraíba ,Serra Branca ,Rural,Privada,0
2515609,Nordeste ,Paraíba ,Serra da Raiz ,Rural,Privada,0
2515708,Nordeste ,Paraíba ,Serra Grande ,Rural,Privada,0
2515807,Nordeste ,Paraíba ,Serra Redonda ,Rural,Privada,0
2515906,Nordeste ,Paraíba ,Serraria ,Rural,Privada,0
2515930,Nordeste ,Paraíba ,Sertãozinho ,Rural,Privada,0
2515971,Nordeste ,Paraíba ,Sobrado ,Rural,Privada,0
2516003,Nordeste ,Paraíba ,Solânea ,Rural,Privada,0
2516102,Nordeste ,Paraíba ,Soledade ,Rural,Privada,0
2516151,Nordeste ,Paraíba ,Sossêgo ,Rural,Privada,0
2516201,Nordeste ,Paraíba ,Sousa ,Rural,Privada,0
2516300,Nordeste ,Paraíba ,Sumé ,Rural,Privada,0
2516409,Nordeste ,Paraíba ,Tacima ,Rural,Privada,0
2516508,Nordeste ,Paraíba ,Taperoá ,Rural,Privada,0
2516607,Nordeste ,Paraíba ,Tavares ,Rural,Privada,0
2516706,Nordeste ,Paraíba ,Teixeira ,Rural,Privada,0
2516755,Nordeste ,Paraíba ,Tenório ,Rural,Privada,0
2516805,Nordeste ,Paraíba ,Triunfo ,Rural,Privada,0
2516904,Nordeste ,Paraíba ,Uiraúna ,Rural,Privada,0
2517001,Nordeste ,Paraíba ,Umbuzeiro ,Rural,Privada,0
2517100,Nordeste ,Paraíba ,Várzea ,Rural,Privada,0
2517209,Nordeste ,Paraíba ,Vieirópolis ,Rural,Privada,0
2505501,Nordeste ,Paraíba ,Vista Serrana ,Rural,Privada,0
2517407,Nordeste ,Paraíba ,Zabelê ,Rural,Privada,0
2600054,Nordeste ,Pernambuco ,Abreu e Lima ,Rural,Privada,0
2600104,Nordeste ,Pernambuco ,Afogados da Ingazeira ,Rural,Privada,0
2600203,Nordeste ,Pernambuco ,Afrânio ,Rural,Privada,0
2600302,Nordeste ,Pernambuco ,Agrestina ,Rural,Privada,0
2600401,Nordeste ,Pernambuco ,Água Preta ,Rural,Privada,0
2600500,Nordeste ,Pernambuco ,Águas Belas ,Rural,Privada,0
2600609,Nordeste ,Pernambuco ,Alagoinha ,Rural,Privada,0
2600708,Nordeste ,Pernambuco ,Aliança ,Rural,Privada,0
2600807,Nordeste ,Pernambuco ,Altinho ,Rural,Privada,0
2600906,Nordeste ,Pernambuco ,Amaraji ,Rural,Privada,0
2601003,Nordeste ,Pernambuco ,Angelim ,Rural,Privada,0
2601052,Nordeste ,Pernambuco ,Araçoiaba ,Rural,Privada,0
2601102,Nordeste ,Pernambuco ,Araripina ,Rural,Privada,0
2601201,Nordeste ,Pernambuco ,Arcoverde ,Rural,Privada,0
2601300,Nordeste ,Pernambuco ,Barra de Guabiraba ,Rural,Privada,0
2601409,Nordeste ,Pernambuco ,Barreiros ,Rural,Privada,0
2601508,Nordeste ,Pernambuco ,Belém de Maria ,Rural,Privada,0
2601607,Nordeste ,Pernambuco ,Belém do São Francisco ,Rural,Privada,367
2601706,Nordeste ,Pernambuco ,Belo Jardim ,Rural,Privada,0
2601805,Nordeste ,Pernambuco ,Betânia ,Rural,Privada,0
2601904,Nordeste ,Pernambuco ,Bezerros ,Rural,Privada,0
2602001,Nordeste ,Pernambuco ,Bodocó ,Rural,Privada,0
2602100,Nordeste ,Pernambuco ,Bom Conselho ,Rural,Privada,0
2602209,Nordeste ,Pernambuco ,Bom Jardim ,Rural,Privada,0
2602308,Nordeste ,Pernambuco ,Bonito ,Rural,Privada,0
2602407,Nordeste ,Pernambuco ,Brejão ,Rural,Privada,0
2602506,Nordeste ,Pernambuco ,Brejinho ,Rural,Privada,0
2602605,Nordeste ,Pernambuco ,Brejo da Madre de Deus ,Rural,Privada,0
2602704,Nordeste ,Pernambuco ,Buenos Aires ,Rural,Privada,0
2602803,Nordeste ,Pernambuco ,Buíque ,Rural,Privada,0
2602902,Nordeste ,Pernambuco ,Cabo de Santo Agostinho ,Rural,Privada,281
2603009,Nordeste ,Pernambuco ,Cabrobó ,Rural,Privada,0
2603108,Nordeste ,Pernambuco ,Cachoeirinha ,Rural,Privada,0
2603207,Nordeste ,Pernambuco ,Caetés ,Rural,Privada,0
2603306,Nordeste ,Pernambuco ,Calçado ,Rural,Privada,0
2603405,Nordeste ,Pernambuco ,Calumbi ,Rural,Privada,0
2603454,Nordeste ,Pernambuco ,Camaragibe ,Rural,Privada,187
2603504,Nordeste ,Pernambuco ,Camocim de São Félix ,Rural,Privada,233
2603603,Nordeste ,Pernambuco ,Camutanga ,Rural,Privada,207
2603702,Nordeste ,Pernambuco ,Canhotinho ,Rural,Privada,0
2603801,Nordeste ,Pernambuco ,Capoeiras ,Rural,Privada,0
2603900,Nordeste ,Pernambuco ,Carnaíba ,Rural,Privada,0
2603926,Nordeste ,Pernambuco ,Carnaubeira da Penha ,Rural,Privada,0
2604007,Nordeste ,Pernambuco ,Carpina ,Rural,Privada,0
2604106,Nordeste ,Pernambuco ,Caruaru ,Rural,Privada,238
2604155,Nordeste ,Pernambuco ,Casinhas ,Rural,Privada,0
2604205,Nordeste ,Pernambuco ,Catende ,Rural,Privada,0
2604304,Nordeste ,Pernambuco ,Cedro ,Rural,Privada,0
2604403,Nordeste ,Pernambuco ,Chã de Alegria ,Rural,Privada,0
2604502,Nordeste ,Pernambuco ,Chã Grande ,Rural,Privada,0
2604601,Nordeste ,Pernambuco ,Condado ,Rural,Privada,0
2604700,Nordeste ,Pernambuco ,Correntes ,Rural,Privada,0
2604809,Nordeste ,Pernambuco ,Cortês ,Rural,Privada,0
2604908,Nordeste ,Pernambuco ,Cumaru ,Rural,Privada,0
2605004,Nordeste ,Pernambuco ,Cupira ,Rural,Privada,0
2605103,Nordeste ,Pernambuco ,Custódia ,Rural,Privada,0
2605152,Nordeste ,Pernambuco ,Dormentes ,Rural,Privada,0
2605202,Nordeste ,Pernambuco ,Escada ,Rural,Privada,22
2605301,Nordeste ,Pernambuco ,Exu ,Rural,Privada,0
2605400,Nordeste ,Pernambuco ,Feira Nova ,Rural,Privada,0
2605459,Nordeste ,Pernambuco ,Fernando de Noronha ,Rural,Privada,0
2605509,Nordeste ,Pernambuco ,Ferreiros ,Rural,Privada,0
2605608,Nordeste ,Pernambuco ,Flores ,Rural,Privada,0
2605707,Nordeste ,Pernambuco ,Floresta ,Rural,Privada,0
2605806,Nordeste ,Pernambuco ,Frei Miguelinho ,Rural,Privada,0
2605905,Nordeste ,Pernambuco ,Gameleira ,Rural,Privada,0
2606002,Nordeste ,Pernambuco ,Garanhuns ,Rural,Privada,419
2606101,Nordeste ,Pernambuco ,Glória do Goitá ,Rural,Privada,0
2606200,Nordeste ,Pernambuco ,Goiana ,Rural,Privada,48
2606309,Nordeste ,Pernambuco ,Granito ,Rural,Privada,0
2606408,Nordeste ,Pernambuco ,Gravatá ,Rural,Privada,0
2606507,Nordeste ,Pernambuco ,Iati ,Rural,Privada,0
2606606,Nordeste ,Pernambuco ,Ibimirim ,Rural,Privada,0
2606705,Nordeste ,Pernambuco ,Ibirajuba ,Rural,Privada,0
2606804,Nordeste ,Pernambuco ,Igarassu ,Rural,Privada,210
2606903,Nordeste ,Pernambuco ,Iguaracy ,Rural,Privada,0
2607604,Nordeste ,Pernambuco ,Ilha de Itamaracá ,Rural,Privada,0
2607000,Nordeste ,Pernambuco ,Inajá ,Rural,Privada,0
2607109,Nordeste ,Pernambuco ,Ingazeira ,Rural,Privada,0
2607208,Nordeste ,Pernambuco ,Ipojuca ,Rural,Privada,451
2607307,Nordeste ,Pernambuco ,Ipubi ,Rural,Privada,0
2607406,Nordeste ,Pernambuco ,Itacuruba ,Rural,Privada,0
2607505,Nordeste ,Pernambuco ,Itaíba ,Rural,Privada,0
2607653,Nordeste ,Pernambuco ,Itambé ,Rural,Privada,0
2607703,Nordeste ,Pernambuco ,Itapetim ,Rural,Privada,0
2607752,Nordeste ,Pernambuco ,Itapissuma ,Rural,Privada,64
2607802,Nordeste ,Pernambuco ,Itaquitinga ,Rural,Privada,0
2607901,Nordeste ,Pernambuco ,Jaboatão dos Guararapes ,Rural,Privada,636
2607950,Nordeste ,Pernambuco ,Jaqueira ,Rural,Privada,93
2608008,Nordeste ,Pernambuco ,Jataúba ,Rural,Privada,0
2608057,Nordeste ,Pernambuco ,Jatobá ,Rural,Privada,0
2608107,Nordeste ,Pernambuco ,João Alfredo ,Rural,Privada,0
2608206,Nordeste ,Pernambuco ,Joaquim Nabuco ,Rural,Privada,0
2608255,Nordeste ,Pernambuco ,Jucati ,Rural,Privada,0
2608305,Nordeste ,Pernambuco ,Jupi ,Rural,Privada,0
2608404,Nordeste ,Pernambuco ,Jurema ,Rural,Privada,0
2608503,Nordeste ,Pernambuco ,Lagoa de Itaenga ,Rural,Privada,146
2608453,Nordeste ,Pernambuco ,Lagoa do Carro ,Rural,Privada,0
2608602,Nordeste ,Pernambuco ,Lagoa do Ouro ,Rural,Privada,0
2608701,Nordeste ,Pernambuco ,Lagoa dos Gatos ,Rural,Privada,0
2608750,Nordeste ,Pernambuco ,Lagoa Grande ,Rural,Privada,166
2608800,Nordeste ,Pernambuco ,Lajedo ,Rural,Privada,0
2608909,Nordeste ,Pernambuco ,Limoeiro ,Rural,Privada,0
2609006,Nordeste ,Pernambuco ,Macaparana ,Rural,Privada,0
2609105,Nordeste ,Pernambuco ,Machados ,Rural,Privada,0
2609154,Nordeste ,Pernambuco ,Manari ,Rural,Privada,0
2609204,Nordeste ,Pernambuco ,Maraial ,Rural,Privada,0
2609303,Nordeste ,Pernambuco ,Mirandiba ,Rural,Privada,0
2614303,Nordeste ,Pernambuco ,Moreilândia ,Rural,Privada,0
2609402,Nordeste ,Pernambuco ,Moreno ,Rural,Privada,0
2609501,Nordeste ,Pernambuco ,Nazaré da Mata ,Rural,Privada,0
2609600,Nordeste ,Pernambuco ,Olinda ,Rural,Privada,0
2609709,Nordeste ,Pernambuco ,Orobó ,Rural,Privada,53
2609808,Nordeste ,Pernambuco ,Orocó ,Rural,Privada,0
2609907,Nordeste ,Pernambuco ,Ouricuri ,Rural,Privada,0
2610004,Nordeste ,Pernambuco ,Palmares ,Rural,Privada,0
2610103,Nordeste ,Pernambuco ,Palmeirina ,Rural,Privada,0
2610202,Nordeste ,Pernambuco ,Panelas ,Rural,Privada,0
2610301,Nordeste ,Pernambuco ,Paranatama ,Rural,Privada,0
2610400,Nordeste ,Pernambuco ,Parnamirim ,Rural,Privada,0
2610509,Nordeste ,Pernambuco ,Passira ,Rural,Privada,0
2610608,Nordeste ,Pernambuco ,Paudalho ,Rural,Privada,153
2610707,Nordeste ,Pernambuco ,Paulista ,Rural,Privada,0
2610806,Nordeste ,Pernambuco ,Pedra ,Rural,Privada,0
2610905,Nordeste ,Pernambuco ,Pesqueira ,Rural,Privada,0
2611002,Nordeste ,Pernambuco ,Petrolândia ,Rural,Privada,0
2611101,Nordeste ,Pernambuco ,Petrolina ,Rural,Privada,2826
2611200,Nordeste ,Pernambuco ,Poção ,Rural,Privada,0
2611309,Nordeste ,Pernambuco ,Pombos ,Rural,Privada,0
2611408,Nordeste ,Pernambuco ,Primavera ,Rural,Privada,0
2611507,Nordeste ,Pernambuco ,Quipapá ,Rural,Privada,0
2611533,Nordeste ,Pernambuco ,Quixaba ,Rural,Privada,0
2611606,Nordeste ,Pernambuco ,Recife ,Rural,Privada,0
2611705,Nordeste ,Pernambuco ,Riacho das Almas ,Rural,Privada,0
2611804,Nordeste ,Pernambuco ,Ribeirão ,Rural,Privada,0
2611903,Nordeste ,Pernambuco ,Rio Formoso ,Rural,Privada,0
2612000,Nordeste ,Pernambuco ,Sairé ,Rural,Privada,354
2612109,Nordeste ,Pernambuco ,Salgadinho ,Rural,Privada,0
2612208,Nordeste ,Pernambuco ,Salgueiro ,Rural,Privada,0
2612307,Nordeste ,Pernambuco ,Saloá ,Rural,Privada,25
2612406,Nordeste ,Pernambuco ,Sanharó ,Rural,Privada,0
2612455,Nordeste ,Pernambuco ,Santa Cruz ,Rural,Privada,0
2612471,Nordeste ,Pernambuco ,Santa Cruz da Baixa Verde ,Rural,Privada,0
2612505,Nordeste ,Pernambuco ,Santa Cruz do Capibaribe ,Rural,Privada,0
2612554,Nordeste ,Pernambuco ,Santa Filomena ,Rural,Privada,0
2612604,Nordeste ,Pernambuco ,Santa Maria da Boa Vista ,Rural,Privada,91
2612703,Nordeste ,Pernambuco ,Santa Maria do Cambucá ,Rural,Privada,0
2612802,Nordeste ,Pernambuco ,Santa Terezinha ,Rural,Privada,0
2612901,Nordeste ,Pernambuco ,São Benedito do Sul ,Rural,Privada,0
2613008,Nordeste ,Pernambuco ,São Bento do Una ,Rural,Privada,0
2613107,Nordeste ,Pernambuco ,São Caitano ,Rural,Privada,0
2613206,Nordeste ,Pernambuco ,São João ,Rural,Privada,0
