"Tabela 6873 - Número de estabelecimentos agropecuários e Número de tratores, implementos e máquinas existentes nos estabelecimentos agropecuários, por tipologia, tratores, implementos e máquinas existentes no estabelecimento agropecuário, condição do produtor em relação às terras e grupos de atividade econômica - Ranking ascendente"
"Variável - Número de estabelecimentos agropecuários (Unidades)"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Ano x Tipologia x Tratores, implementos e máquinas existentes no estabelecimento agropecuário"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"2017"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Total"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Tratores"
"3542008";"Quintana (SP)";"Total";"1";"Total";"134"
"3542107";"Rafard (SP)";"Total";"1";"Total";"118"
"3542206";"Rancharia (SP)";"Total";"1";"Total";"761"
"3542305";"Redenção da Serra (SP)";"Total";"1";"Total";"101"
"3542404";"Regente Feijó (SP)";"Total";"1";"Total";"210"
"3542503";"Reginópolis (SP)";"Total";"1";"Total";"133"
"3542602";"Registro (SP)";"Total";"1";"Total";"400"
"3542701";"Restinga (SP)";"Total";"1";"Total";"197"
"3542800";"Ribeira (SP)";"Total";"1";"Total";"27"
"3542909";"Ribeirão Bonito (SP)";"Total";"1";"Total";"327"
"3543006";"Ribeirão Branco (SP)";"Total";"1";"Total";"424"
"3543105";"Ribeirão Corrente (SP)";"Total";"1";"Total";"510"
"3543204";"Ribeirão do Sul (SP)";"Total";"1";"Total";"240"
"3543238";"Ribeirão dos Índios (SP)";"Total";"1";"Total";"69"
"3543253";"Ribeirão Grande (SP)";"Total";"1";"Total";"111"
"3543303";"Ribeirão Pires (SP)";"Total";"1";"Total";"5"
"3543402";"Ribeirão Preto (SP)";"Total";"1";"Total";"281"
"3543501";"Riversul (SP)";"Total";"1";"Total";"208"
"3543600";"Rifaina (SP)";"Total";"1";"Total";"34"
"3543709";"Rincão (SP)";"Total";"1";"Total";"91"
"3543808";"Rinópolis (SP)";"Total";"1";"Total";"314"
"3543907";"Rio Claro (SP)";"Total";"1";"Total";"581"
"3544004";"Rio das Pedras (SP)";"Total";"1";"Total";"141"
"3544103";"Rio Grande da Serra (SP)";"Total";"1";"Total";"X"
"3544202";"Riolândia (SP)";"Total";"1";"Total";"233"
"3544251";"Rosana (SP)";"Total";"1";"Total";"157"
"3544301";"Roseira (SP)";"Total";"1";"Total";"45"
"3544400";"Rubiácea (SP)";"Total";"1";"Total";"109"
"3544509";"Rubinéia (SP)";"Total";"1";"Total";"81"
"3544608";"Sabino (SP)";"Total";"1";"Total";"161"
"3544707";"Sagres (SP)";"Total";"1";"Total";"64"
"3544806";"Sales (SP)";"Total";"1";"Total";"144"
"3544905";"Sales Oliveira (SP)";"Total";"1";"Total";"232"
"3545001";"Salesópolis (SP)";"Total";"1";"Total";"190"
"3545100";"Salmourão (SP)";"Total";"1";"Total";"133"
"3545159";"Saltinho (SP)";"Total";"1";"Total";"99"
"3545209";"Salto (SP)";"Total";"1";"Total";"82"
"3545308";"Salto de Pirapora (SP)";"Total";"1";"Total";"227"
"3545407";"Salto Grande (SP)";"Total";"1";"Total";"317"
"3545506";"Sandovalina (SP)";"Total";"1";"Total";"215"
"3545605";"Santa Adélia (SP)";"Total";"1";"Total";"226"
"3545704";"Santa Albertina (SP)";"Total";"1";"Total";"231"
"3545803";"Santa Bárbara d'Oeste (SP)";"Total";"1";"Total";"100"
"3546009";"Santa Branca (SP)";"Total";"1";"Total";"61"
"3546108";"Santa Clara d'Oeste (SP)";"Total";"1";"Total";"88"
"3546207";"Santa Cruz da Conceição (SP)";"Total";"1";"Total";"220"
"3546256";"Santa Cruz da Esperança (SP)";"Total";"1";"Total";"61"
"3546306";"Santa Cruz das Palmeiras (SP)";"Total";"1";"Total";"185"
"3546405";"Santa Cruz do Rio Pardo (SP)";"Total";"1";"Total";"986"
"3546504";"Santa Ernestina (SP)";"Total";"1";"Total";"52"
"3546603";"Santa Fé do Sul (SP)";"Total";"1";"Total";"193"
"3546702";"Santa Gertrudes (SP)";"Total";"1";"Total";"26"
"3546801";"Santa Isabel (SP)";"Total";"1";"Total";"103"
"3546900";"Santa Lúcia (SP)";"Total";"1";"Total";"50"
"3547007";"Santa Maria da Serra (SP)";"Total";"1";"Total";"131"
"3547106";"Santa Mercedes (SP)";"Total";"1";"Total";"94"
"3547205";"Santana da Ponte Pensa (SP)";"Total";"1";"Total";"125"
"3547304";"Santana de Parnaíba (SP)";"Total";"1";"Total";"13"
"3547403";"Santa Rita d'Oeste (SP)";"Total";"1";"Total";"144"
"3547502";"Santa Rita do Passa Quatro (SP)";"Total";"1";"Total";"625"
"3547601";"Santa Rosa de Viterbo (SP)";"Total";"1";"Total";"162"
"3547650";"Santa Salete (SP)";"Total";"1";"Total";"178"
"3547700";"Santo Anastácio (SP)";"Total";"1";"Total";"382"
"3547809";"Santo André (SP)";"Total";"1";"Total";"X"
"3547908";"Santo Antônio da Alegria (SP)";"Total";"1";"Total";"382"
"3548005";"Santo Antônio de Posse (SP)";"Total";"1";"Total";"269"
"3548054";"Santo Antônio do Aracanguá (SP)";"Total";"1";"Total";"423"
"3548104";"Santo Antônio do Jardim (SP)";"Total";"1";"Total";"383"
"3548203";"Santo Antônio do Pinhal (SP)";"Total";"1";"Total";"34"
"3548302";"Santo Expedito (SP)";"Total";"1";"Total";"46"
"3548401";"Santópolis do Aguapeí (SP)";"Total";"1";"Total";"79"
"3548500";"Santos (SP)";"Total";"1";"Total";"-"
"3548609";"São Bento do Sapucaí (SP)";"Total";"1";"Total";"54"
"3548708";"São Bernardo do Campo (SP)";"Total";"1";"Total";"X"
"3548807";"São Caetano do Sul (SP)";"Total";"1";"Total";"X"
"3548906";"São Carlos (SP)";"Total";"1";"Total";"634"
"3549003";"São Francisco (SP)";"Total";"1";"Total";"109"
"3549102";"São João da Boa Vista (SP)";"Total";"1";"Total";"876"
"3549201";"São João das Duas Pontes (SP)";"Total";"1";"Total";"59"
"3549250";"São João de Iracema (SP)";"Total";"1";"Total";"55"
"3549300";"São João do Pau d'Alho (SP)";"Total";"1";"Total";"62"
"3549409";"São Joaquim da Barra (SP)";"Total";"1";"Total";"609"
"3549508";"São José da Bela Vista (SP)";"Total";"1";"Total";"188"
"3549607";"São José do Barreiro (SP)";"Total";"1";"Total";"38"
"3549706";"São José do Rio Pardo (SP)";"Total";"1";"Total";"637"
"3549805";"São José do Rio Preto (SP)";"Total";"1";"Total";"276"
"3549904";"São José dos Campos (SP)";"Total";"1";"Total";"235"
"3549953";"São Lourenço da Serra (SP)";"Total";"1";"Total";"93"
"3550001";"São Luiz do Paraitinga (SP)";"Total";"1";"Total";"147"
"3550100";"São Manuel (SP)";"Total";"1";"Total";"367"
"3550209";"São Miguel Arcanjo (SP)";"Total";"1";"Total";"2067"
"3550308";"São Paulo (SP)";"Total";"1";"Total";"353"
"3550407";"São Pedro (SP)";"Total";"1";"Total";"305"
"3550506";"São Pedro do Turvo (SP)";"Total";"1";"Total";"590"
"3550605";"São Roque (SP)";"Total";"1";"Total";"94"
"3550704";"São Sebastião (SP)";"Total";"1";"Total";"4"
"3550803";"São Sebastião da Grama (SP)";"Total";"1";"Total";"297"
"3550902";"São Simão (SP)";"Total";"1";"Total";"168"
"3551009";"São Vicente (SP)";"Total";"1";"Total";"X"
"3551108";"Sarapuí (SP)";"Total";"1";"Total";"288"
"3551207";"Sarutaiá (SP)";"Total";"1";"Total";"88"
"3551306";"Sebastianópolis do Sul (SP)";"Total";"1";"Total";"236"
"3551405";"Serra Azul (SP)";"Total";"1";"Total";"50"
"3551504";"Serrana (SP)";"Total";"1";"Total";"131"
"3551603";"Serra Negra (SP)";"Total";"1";"Total";"231"
"3551702";"Sertãozinho (SP)";"Total";"1";"Total";"533"
"3551801";"Sete Barras (SP)";"Total";"1";"Total";"373"
"3551900";"Severínia (SP)";"Total";"1";"Total";"146"
"3552007";"Silveiras (SP)";"Total";"1";"Total";"82"
"3552106";"Socorro (SP)";"Total";"1";"Total";"895"
"3552205";"Sorocaba (SP)";"Total";"1";"Total";"169"
"3552304";"Sud Mennucci (SP)";"Total";"1";"Total";"320"
"3552403";"Sumaré (SP)";"Total";"1";"Total";"145"
"3552502";"Suzano (SP)";"Total";"1";"Total";"359"
"3552551";"Suzanápolis (SP)";"Total";"1";"Total";"142"
"3552601";"Tabapuã (SP)";"Total";"1";"Total";"286"
"3552700";"Tabatinga (SP)";"Total";"1";"Total";"371"
"3552809";"Taboão da Serra (SP)";"Total";"1";"Total";"X"
"3552908";"Taciba (SP)";"Total";"1";"Total";"182"
"3553005";"Taguaí (SP)";"Total";"1";"Total";"140"
"3553104";"Taiaçu (SP)";"Total";"1";"Total";"279"
"3553203";"Taiúva (SP)";"Total";"1";"Total";"201"
"3553302";"Tambaú (SP)";"Total";"1";"Total";"382"
"3553401";"Tanabi (SP)";"Total";"1";"Total";"645"
"3553500";"Tapiraí (SP)";"Total";"1";"Total";"85"
"3553609";"Tapiratiba (SP)";"Total";"1";"Total";"137"
"3553658";"Taquaral (SP)";"Total";"1";"Total";"91"
"3553708";"Taquaritinga (SP)";"Total";"1";"Total";"1192"
"3553807";"Taquarituba (SP)";"Total";"1";"Total";"750"
"3553856";"Taquarivaí (SP)";"Total";"1";"Total";"230"
"3553906";"Tarabai (SP)";"Total";"1";"Total";"70"
"3553955";"Tarumã (SP)";"Total";"1";"Total";"347"
"3554003";"Tatuí (SP)";"Total";"1";"Total";"605"
"3554102";"Taubaté (SP)";"Total";"1";"Total";"327"
"3554201";"Tejupá (SP)";"Total";"1";"Total";"232"
"3554300";"Teodoro Sampaio (SP)";"Total";"1";"Total";"218"
"3554409";"Terra Roxa (SP)";"Total";"1";"Total";"255"
"3554508";"Tietê (SP)";"Total";"1";"Total";"522"
"3554607";"Timburi (SP)";"Total";"1";"Total";"98"
"3554656";"Torre de Pedra (SP)";"Total";"1";"Total";"30"
"3554706";"Torrinha (SP)";"Total";"1";"Total";"424"
"3554755";"Trabiju (SP)";"Total";"1";"Total";"24"
"3554805";"Tremembé (SP)";"Total";"1";"Total";"175"
"3554904";"Três Fronteiras (SP)";"Total";"1";"Total";"108"
"3554953";"Tuiuti (SP)";"Total";"1";"Total";"377"
"3555000";"Tupã (SP)";"Total";"1";"Total";"524"
"3555109";"Tupi Paulista (SP)";"Total";"1";"Total";"299"
"3555208";"Turiúba (SP)";"Total";"1";"Total";"76"
"3555307";"Turmalina (SP)";"Total";"1";"Total";"187"
"3555356";"Ubarana (SP)";"Total";"1";"Total";"105"
"3555406";"Ubatuba (SP)";"Total";"1";"Total";"X"
"3555505";"Ubirajara (SP)";"Total";"1";"Total";"246"
"3555604";"Uchoa (SP)";"Total";"1";"Total";"231"
"3555703";"União Paulista (SP)";"Total";"1";"Total";"82"
"3555802";"Urânia (SP)";"Total";"1";"Total";"360"
"3555901";"Uru (SP)";"Total";"1";"Total";"91"
"3556008";"Urupês (SP)";"Total";"1";"Total";"555"
"3556107";"Valentim Gentil (SP)";"Total";"1";"Total";"132"
"3556206";"Valinhos (SP)";"Total";"1";"Total";"156"
"3556305";"Valparaíso (SP)";"Total";"1";"Total";"335"
"3556354";"Vargem (SP)";"Total";"1";"Total";"142"
"3556404";"Vargem Grande do Sul (SP)";"Total";"1";"Total";"296"
"3556453";"Vargem Grande Paulista (SP)";"Total";"1";"Total";"46"
"3556503";"Várzea Paulista (SP)";"Total";"1";"Total";"-"
"3556602";"Vera Cruz (SP)";"Total";"1";"Total";"304"
"3556701";"Vinhedo (SP)";"Total";"1";"Total";"54"
"3556800";"Viradouro (SP)";"Total";"1";"Total";"288"
"3556909";"Vista Alegre do Alto (SP)";"Total";"1";"Total";"470"
"3556958";"Vitória Brasil (SP)";"Total";"1";"Total";"124"
"3557006";"Votorantim (SP)";"Total";"1";"Total";"31"
"3557105";"Votuporanga (SP)";"Total";"1";"Total";"362"
"3557154";"Zacarias (SP)";"Total";"1";"Total";"107"
"3557204";"Chavantes (SP)";"Total";"1";"Total";"38"
"3557303";"Estiva Gerbi (SP)";"Total";"1";"Total";"131"
"4100103";"Abatiá (PR)";"Total";"1";"Total";"331"
"4100202";"Adrianópolis (PR)";"Total";"1";"Total";"X"
"4100301";"Agudos do Sul (PR)";"Total";"1";"Total";"358"
"4100400";"Almirante Tamandaré (PR)";"Total";"1";"Total";"135"
"4100459";"Altamira do Paraná (PR)";"Total";"1";"Total";"95"
"4100509";"Altônia (PR)";"Total";"1";"Total";"302"
"4100608";"Alto Paraná (PR)";"Total";"1";"Total";"423"
"4100707";"Alto Piquiri (PR)";"Total";"1";"Total";"356"
"4100806";"Alvorada do Sul (PR)";"Total";"1";"Total";"518"
"4100905";"Amaporã (PR)";"Total";"1";"Total";"103"
"4101002";"Ampére (PR)";"Total";"1";"Total";"375"
"4101051";"Anahy (PR)";"Total";"1";"Total";"176"
"4101101";"Andirá (PR)";"Total";"1";"Total";"410"
"4101150";"Ângulo (PR)";"Total";"1";"Total";"163"
"4101200";"Antonina (PR)";"Total";"1";"Total";"X"
"4101309";"Antônio Olinto (PR)";"Total";"1";"Total";"598"
"4101408";"Apucarana (PR)";"Total";"1";"Total";"867"
"4101507";"Arapongas (PR)";"Total";"1";"Total";"621"
"4101606";"Arapoti (PR)";"Total";"1";"Total";"749"
"4101655";"Arapuã (PR)";"Total";"1";"Total";"276"
"4101705";"Araruna (PR)";"Total";"1";"Total";"544"
"4101804";"Araucária (PR)";"Total";"1";"Total";"1266"
"4101853";"Ariranha do Ivaí (PR)";"Total";"1";"Total";"257"
"4101903";"Assaí (PR)";"Total";"1";"Total";"683"
"4102000";"Assis Chateaubriand (PR)";"Total";"1";"Total";"1519"
"4102109";"Astorga (PR)";"Total";"1";"Total";"596"
"4102208";"Atalaia (PR)";"Total";"1";"Total";"201"
"4102307";"Balsa Nova (PR)";"Total";"1";"Total";"297"
"4102406";"Bandeirantes (PR)";"Total";"1";"Total";"739"
"4102505";"Barbosa Ferraz (PR)";"Total";"1";"Total";"389"
"4102604";"Barracão (PR)";"Total";"1";"Total";"119"
"4102703";"Barra do Jacaré (PR)";"Total";"1";"Total";"227"
"4102752";"Bela Vista da Caroba (PR)";"Total";"1";"Total";"147"
"4102802";"Bela Vista do Paraíso (PR)";"Total";"1";"Total";"415"
"4102901";"Bituruna (PR)";"Total";"1";"Total";"710"
"4103008";"Boa Esperança (PR)";"Total";"1";"Total";"385"
"4103024";"Boa Esperança do Iguaçu (PR)";"Total";"1";"Total";"229"
"4103040";"Boa Ventura de São Roque (PR)";"Total";"1";"Total";"463"
"4103057";"Boa Vista da Aparecida (PR)";"Total";"1";"Total";"181"
"4103107";"Bocaiúva do Sul (PR)";"Total";"1";"Total";"147"
"4103156";"Bom Jesus do Sul (PR)";"Total";"1";"Total";"65"
"4103206";"Bom Sucesso (PR)";"Total";"1";"Total";"229"
"4103222";"Bom Sucesso do Sul (PR)";"Total";"1";"Total";"275"
"4103305";"Borrazópolis (PR)";"Total";"1";"Total";"392"
"4103354";"Braganey (PR)";"Total";"1";"Total";"359"
"4103370";"Brasilândia do Sul (PR)";"Total";"1";"Total";"259"
"4103404";"Cafeara (PR)";"Total";"1";"Total";"145"
"4103453";"Cafelândia (PR)";"Total";"1";"Total";"465"
"4103479";"Cafezal do Sul (PR)";"Total";"1";"Total";"179"
"4103503";"Califórnia (PR)";"Total";"1";"Total";"174"
"4103602";"Cambará (PR)";"Total";"1";"Total";"527"
"4103701";"Cambé (PR)";"Total";"1";"Total";"726"
"4103800";"Cambira (PR)";"Total";"1";"Total";"259"
"4103909";"Campina da Lagoa (PR)";"Total";"1";"Total";"681"
"4103958";"Campina do Simão (PR)";"Total";"1";"Total";"223"
"4104006";"Campina Grande do Sul (PR)";"Total";"1";"Total";"129"
"4104055";"Campo Bonito (PR)";"Total";"1";"Total";"282"
"4104105";"Campo do Tenente (PR)";"Total";"1";"Total";"295"
"4104204";"Campo Largo (PR)";"Total";"1";"Total";"689"
"4104253";"Campo Magro (PR)";"Total";"1";"Total";"322"
"4104303";"Campo Mourão (PR)";"Total";"1";"Total";"705"
"4104402";"Cândido de Abreu (PR)";"Total";"1";"Total";"598"
"4104428";"Candói (PR)";"Total";"1";"Total";"593"
"4104451";"Cantagalo (PR)";"Total";"1";"Total";"431"
"4104501";"Capanema (PR)";"Total";"1";"Total";"875"
"4104600";"Capitão Leônidas Marques (PR)";"Total";"1";"Total";"431"
"4104659";"Carambeí (PR)";"Total";"1";"Total";"596"
"4104709";"Carlópolis (PR)";"Total";"1";"Total";"547"
"4104808";"Cascavel (PR)";"Total";"1";"Total";"2357"
"4104907";"Castro (PR)";"Total";"1";"Total";"1664"
"4105003";"Catanduvas (PR)";"Total";"1";"Total";"425"
"4105102";"Centenário do Sul (PR)";"Total";"1";"Total";"333"
"4105201";"Cerro Azul (PR)";"Total";"1";"Total";"157"
"4105300";"Céu Azul (PR)";"Total";"1";"Total";"475"
"4105409";"Chopinzinho (PR)";"Total";"1";"Total";"904"
"4105508";"Cianorte (PR)";"Total";"1";"Total";"598"
"4105607";"Cidade Gaúcha (PR)";"Total";"1";"Total";"306"
"4105706";"Clevelândia (PR)";"Total";"1";"Total";"541"
"4105805";"Colombo (PR)";"Total";"1";"Total";"400"
"4105904";"Colorado (PR)";"Total";"1";"Total";"235"
"4106001";"Congonhinhas (PR)";"Total";"1";"Total";"261"
"4106100";"Conselheiro Mairinck (PR)";"Total";"1";"Total";"98"
"4106209";"Contenda (PR)";"Total";"1";"Total";"984"
"4106308";"Corbélia (PR)";"Total";"1";"Total";"623"
"4106407";"Cornélio Procópio (PR)";"Total";"1";"Total";"617"
"4106456";"Coronel Domingos Soares (PR)";"Total";"1";"Total";"379"
"4106506";"Coronel Vivida (PR)";"Total";"1";"Total";"753"
"4106555";"Corumbataí do Sul (PR)";"Total";"1";"Total";"94"
"4106571";"Cruzeiro do Iguaçu (PR)";"Total";"1";"Total";"174"
"4106605";"Cruzeiro do Oeste (PR)";"Total";"1";"Total";"249"
"4106704";"Cruzeiro do Sul (PR)";"Total";"1";"Total";"202"
"4106803";"Cruz Machado (PR)";"Total";"1";"Total";"1458"
"4106852";"Cruzmaltina (PR)";"Total";"1";"Total";"238"
"4106902";"Curitiba (PR)";"Total";"1";"Total";"73"
"4107009";"Curiúva (PR)";"Total";"1";"Total";"242"
"4107108";"Diamante do Norte (PR)";"Total";"1";"Total";"109"
"4107124";"Diamante do Sul (PR)";"Total";"1";"Total";"89"
"4107157";"Diamante D'Oeste (PR)";"Total";"1";"Total";"193"
"4107207";"Dois Vizinhos (PR)";"Total";"1";"Total";"820"
"4107256";"Douradina (PR)";"Total";"1";"Total";"138"
"4107306";"Doutor Camargo (PR)";"Total";"1";"Total";"271"
"4107405";"Enéas Marques (PR)";"Total";"1";"Total";"247"
"4107504";"Engenheiro Beltrão (PR)";"Total";"1";"Total";"689"
"4107520";"Esperança Nova (PR)";"Total";"1";"Total";"66"
"4107538";"Entre Rios do Oeste (PR)";"Total";"1";"Total";"252"
"4107546";"Espigão Alto do Iguaçu (PR)";"Total";"1";"Total";"228"
"4107553";"Farol (PR)";"Total";"1";"Total";"340"
"4107603";"Faxinal (PR)";"Total";"1";"Total";"420"
"4107652";"Fazenda Rio Grande (PR)";"Total";"1";"Total";"76"
"4107702";"Fênix (PR)";"Total";"1";"Total";"233"
"4107736";"Fernandes Pinheiro (PR)";"Total";"1";"Total";"406"
"4107751";"Figueira (PR)";"Total";"1";"Total";"79"
"4107801";"Floraí (PR)";"Total";"1";"Total";"318"
"4107850";"Flor da Serra do Sul (PR)";"Total";"1";"Total";"223"
"4107900";"Floresta (PR)";"Total";"1";"Total";"257"
"4108007";"Florestópolis (PR)";"Total";"1";"Total";"115"
"4108106";"Flórida (PR)";"Total";"1";"Total";"66"
"4108205";"Formosa do Oeste (PR)";"Total";"1";"Total";"584"
"4108304";"Foz do Iguaçu (PR)";"Total";"1";"Total";"233"
"4108320";"Francisco Alves (PR)";"Total";"1";"Total";"339"
"4108403";"Francisco Beltrão (PR)";"Total";"1";"Total";"1158"
"4108452";"Foz do Jordão (PR)";"Total";"1";"Total";"176"
"4108502";"General Carneiro (PR)";"Total";"1";"Total";"240"
"4108551";"Godoy Moreira (PR)";"Total";"1";"Total";"100"
"4108601";"Goioerê (PR)";"Total";"1";"Total";"402"
"4108650";"Goioxim (PR)";"Total";"1";"Total";"316"
"4108700";"Grandes Rios (PR)";"Total";"1";"Total";"208"
"4108809";"Guaíra (PR)";"Total";"1";"Total";"581"
"4108908";"Guairaçá (PR)";"Total";"1";"Total";"200"
"4108957";"Guamiranga (PR)";"Total";"1";"Total";"399"
"4109005";"Guapirama (PR)";"Total";"1";"Total";"136"
"4109104";"Guaporema (PR)";"Total";"1";"Total";"94"
"4109203";"Guaraci (PR)";"Total";"1";"Total";"125"
"4109302";"Guaraniaçu (PR)";"Total";"1";"Total";"655"
"4109401";"Guarapuava (PR)";"Total";"1";"Total";"1446"
"4109500";"Guaraqueçaba (PR)";"Total";"1";"Total";"71"
"4109609";"Guaratuba (PR)";"Total";"1";"Total";"214"
"4109658";"Honório Serpa (PR)";"Total";"1";"Total";"382"
"4109708";"Ibaiti (PR)";"Total";"1";"Total";"438"
"4109757";"Ibema (PR)";"Total";"1";"Total";"144"
"4109807";"Ibiporã (PR)";"Total";"1";"Total";"524"
"4109906";"Icaraíma (PR)";"Total";"1";"Total";"172"
"4110003";"Iguaraçu (PR)";"Total";"1";"Total";"119"
"4110052";"Iguatu (PR)";"Total";"1";"Total";"91"
"4110078";"Imbaú (PR)";"Total";"1";"Total";"126"
"4110102";"Imbituva (PR)";"Total";"1";"Total";"1240"
"4110201";"Inácio Martins (PR)";"Total";"1";"Total";"160"
"4110300";"Inajá (PR)";"Total";"1";"Total";"41"
"4110409";"Indianópolis (PR)";"Total";"1";"Total";"68"
"4110508";"Ipiranga (PR)";"Total";"1";"Total";"1387"
"4110607";"Iporã (PR)";"Total";"1";"Total";"326"
"4110656";"Iracema do Oeste (PR)";"Total";"1";"Total";"214"
"4110706";"Irati (PR)";"Total";"1";"Total";"1624"
"4110805";"Iretama (PR)";"Total";"1";"Total";"315"
"4110904";"Itaguajé (PR)";"Total";"1";"Total";"107"
"4110953";"Itaipulândia (PR)";"Total";"1";"Total";"305"
"4111001";"Itambaracá (PR)";"Total";"1";"Total";"303"
"4111100";"Itambé (PR)";"Total";"1";"Total";"382"
"4111209";"Itapejara d'Oeste (PR)";"Total";"1";"Total";"467"
"4111258";"Itaperuçu (PR)";"Total";"1";"Total";"X"
"4111308";"Itaúna do Sul (PR)";"Total";"1";"Total";"48"
"4111407";"Ivaí (PR)";"Total";"1";"Total";"977"
"4111506";"Ivaiporã (PR)";"Total";"1";"Total";"535"
"4111555";"Ivaté (PR)";"Total";"1";"Total";"196"
"4111605";"Ivatuba (PR)";"Total";"1";"Total";"142"
"4111704";"Jaboti (PR)";"Total";"1";"Total";"142"
"4111803";"Jacarezinho (PR)";"Total";"1";"Total";"348"
"4111902";"Jaguapitã (PR)";"Total";"1";"Total";"340"
"4112009";"Jaguariaíva (PR)";"Total";"1";"Total";"341"
"4112108";"Jandaia do Sul (PR)";"Total";"1";"Total";"264"
"4112207";"Janiópolis (PR)";"Total";"1";"Total";"346"
"4112306";"Japira (PR)";"Total";"1";"Total";"228"
"4112405";"Japurá (PR)";"Total";"1";"Total";"260"
"4112504";"Jardim Alegre (PR)";"Total";"1";"Total";"458"
"4112603";"Jardim Olinda (PR)";"Total";"1";"Total";"75"
"4112702";"Jataizinho (PR)";"Total";"1";"Total";"202"
"4112751";"Jesuítas (PR)";"Total";"1";"Total";"432"
"4112801";"Joaquim Távora (PR)";"Total";"1";"Total";"182"
"4112900";"Jundiaí do Sul (PR)";"Total";"1";"Total";"114"
"4112959";"Juranda (PR)";"Total";"1";"Total";"498"
"4113007";"Jussara (PR)";"Total";"1";"Total";"290"
"4113106";"Kaloré (PR)";"Total";"1";"Total";"266"
"4113205";"Lapa (PR)";"Total";"1";"Total";"1865"
"4113254";"Laranjal (PR)";"Total";"1";"Total";"103"
"4113304";"Laranjeiras do Sul (PR)";"Total";"1";"Total";"564"
"4113403";"Leópolis (PR)";"Total";"1";"Total";"281"
"4113429";"Lidianópolis (PR)";"Total";"1";"Total";"183"
"4113452";"Lindoeste (PR)";"Total";"1";"Total";"195"
"4113502";"Loanda (PR)";"Total";"1";"Total";"233"
"4113601";"Lobato (PR)";"Total";"1";"Total";"196"
"4113700";"Londrina (PR)";"Total";"1";"Total";"1761"
"4113734";"Luiziana (PR)";"Total";"1";"Total";"622"
"4113759";"Lunardelli (PR)";"Total";"1";"Total";"244"
"4113809";"Lupionópolis (PR)";"Total";"1";"Total";"112"
"4113908";"Mallet (PR)";"Total";"1";"Total";"895"
"4114005";"Mamborê (PR)";"Total";"1";"Total";"933"
"4114104";"Mandaguaçu (PR)";"Total";"1";"Total";"278"
"4114203";"Mandaguari (PR)";"Total";"1";"Total";"438"
"4114302";"Mandirituba (PR)";"Total";"1";"Total";"321"
"4114351";"Manfrinópolis (PR)";"Total";"1";"Total";"112"
"4114401";"Mangueirinha (PR)";"Total";"1";"Total";"703"
"4114500";"Manoel Ribas (PR)";"Total";"1";"Total";"613"
"4114609";"Marechal Cândido Rondon (PR)";"Total";"1";"Total";"1692"
"4114708";"Maria Helena (PR)";"Total";"1";"Total";"227"
"4114807";"Marialva (PR)";"Total";"1";"Total";"1372"
"4114906";"Marilândia do Sul (PR)";"Total";"1";"Total";"542"
"4115002";"Marilena (PR)";"Total";"1";"Total";"145"
"4115101";"Mariluz (PR)";"Total";"1";"Total";"308"
"4115200";"Maringá (PR)";"Total";"1";"Total";"729"
"4115309";"Mariópolis (PR)";"Total";"1";"Total";"423"
"4115358";"Maripá (PR)";"Total";"1";"Total";"758"
"4115408";"Marmeleiro (PR)";"Total";"1";"Total";"563"
"4115457";"Marquinho (PR)";"Total";"1";"Total";"177"
"4115507";"Marumbi (PR)";"Total";"1";"Total";"111"
"4115606";"Matelândia (PR)";"Total";"1";"Total";"616"
"4115705";"Matinhos (PR)";"Total";"1";"Total";"-"
"4115739";"Mato Rico (PR)";"Total";"1";"Total";"157"
"4115754";"Mauá da Serra (PR)";"Total";"1";"Total";"124"
"4115804";"Medianeira (PR)";"Total";"1";"Total";"696"
"4115853";"Mercedes (PR)";"Total";"1";"Total";"578"
"4115903";"Mirador (PR)";"Total";"1";"Total";"127"
"4116000";"Miraselva (PR)";"Total";"1";"Total";"76"
"4116059";"Missal (PR)";"Total";"1";"Total";"633"
"4116109";"Moreira Sales (PR)";"Total";"1";"Total";"365"
"4116208";"Morretes (PR)";"Total";"1";"Total";"285"
"4116307";"Munhoz de Melo (PR)";"Total";"1";"Total";"116"
"4116406";"Nossa Senhora das Graças (PR)";"Total";"1";"Total";"120"
"4116505";"Nova Aliança do Ivaí (PR)";"Total";"1";"Total";"56"
"4116604";"Nova América da Colina (PR)";"Total";"1";"Total";"148"
"4116703";"Nova Aurora (PR)";"Total";"1";"Total";"754"
"4116802";"Nova Cantu (PR)";"Total";"1";"Total";"411"
"4116901";"Nova Esperança (PR)";"Total";"1";"Total";"450"
"4116950";"Nova Esperança do Sudoeste (PR)";"Total";"1";"Total";"211"
"4117008";"Nova Fátima (PR)";"Total";"1";"Total";"189"
"4117057";"Nova Laranjeiras (PR)";"Total";"1";"Total";"365"
"4117107";"Nova Londrina (PR)";"Total";"1";"Total";"121"
"4117206";"Nova Olímpia (PR)";"Total";"1";"Total";"69"
